Controller,Input,Set,Height,CentreX,Left Base,Right Base,Left Top,Right Top
15,0,0,1,0,0,353,0,200
15,0,1,1,500,338,447,163,249
15,0,2,1,1000,417,0,243,0
15,1,0,1,-30,0,23,0,13
15,1,1,1,0,24,23,9,14
15,1,2,1,30,23,0,11,0
16,0,0,1,0,0,384,0,187
16,0,1,1,500,359,416,254,185
16,0,2,1,1000,412,0,249,0
16,1,0,1,-30,0,23,0,13
16,1,1,1,0,25,22,9,14
16,1,2,1,30,23,0,11,0
17,0,0,1,0,0,353,0,200
17,0,1,1,500,338,447,163,249
17,0,2,1,1000,350,0,243,0
17,1,0,1,-30,0,23,0,13
17,1,1,1,0,25,22,9,14
17,1,2,1,30,23,0,9,0
18,0,0,1,0,0,453,0,167
18,0,1,1,500,389,442,160,168
18,0,2,1,1000,364,0,170,0
18,1,0,1,-30,0,23,0,13
18,1,1,1,0,25,22,9,14
18,1,2,1,30,23,0,11,0
19,0,0,1,0,0,353,0,200
19,0,1,1,500,338,447,163,249
19,0,2,1,1000,397,0,243,0
19,1,0,1,-30,0,23,0,13
19,1,1,1,0,23,24,9,14
19,1,2,1,30,23,0,11,0
20,0,0,1,0,0,427,0,167
20,0,1,1,500,389,442,160,168
20,0,2,1,1000,363,0,170,0
20,1,0,1,-30,0,23,0,13
20,1,1,1,0,25,22,9,14
20,1,2,1,30,23,0,11,0
21,0,0,1,0,0,353,0,200
21,0,1,1,500,338,447,163,249
21,0,2,1,1000,350,0,243,0
21,1,0,1,-30,0,22,0,13
21,1,1,1,0,25,22,9,14
21,1,2,1,30,23,0,11,0
22,0,0,1,0,0,427,0,215
22,0,1,1,500,389,442,160,168
22,0,2,1,1000,321,0,170,0
22,1,0,1,-30,0,23,0,13
22,1,1,1,0,25,22,9,14
22,1,2,1,30,23,0,11,0
23,0,0,1,0,0,427,0,167
23,0,1,1,500,389,442,160,168
23,0,2,1,1000,364,0,170,0
23,1,0,1,-30,0,23,0,13
23,1,1,1,0,25,22,9,14
23,1,2,1,30,23,0,11,0
24,0,0,1,0,0,353,0,200
24,0,1,1,500,338,447,163,249
24,0,2,1,1000,350,0,243,0
24,1,0,1,-30,0,23,0,12
24,1,1,1,0,25,22,9,14
24,1,2,1,30,23,0,11,0
25,0,0,1,0,0,427,0,167
25,0,1,1,500,389,442,160,168
25,0,2,1,1000,364,0,170,0
25,1,0,1,-30,0,22,0,13
25,1,1,1,0,25,22,9,14
25,1,2,1,30,23,0,11,0
26,0,0,1,0,0,353,0,200
26,0,1,1,500,338,447,163,249
26,0,2,1,1000,350,0,243,0
26,1,0,1,-30,0,23,0,13
26,1,1,1,0,25,22,9,14
26,1,2,1,30,23,0,11,0
27,0,0,1,0,0,353,0,200
27,0,1,1,500,338,447,163,249
27,0,2,1,1000,350,0,287,0
27,1,0,1,-30,0,23,0,13
27,1,1,1,0,25,22,9,14
27,1,2,1,30,23,0,11,0
28,0,0,1,0,0,427,0,144
28,0,1,1,500,436,395,160,168
28,0,2,1,1000,364,0,170,0
28,1,0,1,-30,0,23,0,13
28,1,1,1,0,25,22,9,14
28,1,2,1,30,23,0,11,0
29,0,0,1,0,0,353,0,200
29,0,1,1,500,338,447,163,249
29,0,2,1,1000,350,0,248,0
29,1,0,1,-30,0,23,0,13
29,1,1,1,0,25,22,9,14
29,1,2,1,30,23,0,11,0
30,0,0,1,0,0,427,0,167
30,0,1,1,500,389,442,160,168
30,0,2,1,1000,364,0,170,0
30,1,0,1,-30,0,23,0,13
30,1,1,1,0,25,22,10,15
30,1,2,1,30,23,0,11,0
31,0,0,1,0,0,353,0,200
31,0,1,1,500,338,447,163,249
31,0,2,1,1000,350,0,248,0
31,1,0,1,-30,0,23,0,13
31,1,1,1,0,25,22,9,14
31,1,2,1,30,23,0,11,0
32,0,0,1,0,0,353,0,184
32,0,1,1,500,338,447,163,249
32,0,2,1,1000,350,0,243,0
32,1,0,1,-30,0,23,0,13
32,1,1,1,0,25,22,11,12
32,1,2,1,30,23,0,11,0
33,0,0,1,0,0,384,0,187
33,0,1,1,500,359,416,254,185
33,0,2,1,1000,412,0,249,0
33,1,0,1,-30,0,22,0,13
33,1,1,1,0,25,22,9,14
33,1,2,1,30,23,0,11,0
34,0,0,1,0,0,427,0,144
34,0,1,1,500,389,442,160,168
34,0,2,1,1000,364,0,170,0
34,1,0,1,-30,0,23,0,13
34,1,1,1,0,25,22,9,14
34,1,2,1,30,23,0,9,0
35,0,0,1,0,0,353,0,200
35,0,1,1,500,338,447,163,249
35,0,2,1,1000,350,0,243,0
35,1,0,1,-30,0,23,0,13
35,1,1,1,0,25,22,10,11
35,1,2,1,30,23,0,11,0
36,0,0,1,0,0,427,0,167
36,0,1,1,500,389,442,160,168
36,0,2,1,1000,364,0,170,0
36,1,0,1,-30,0,25,0,13
36,1,1,1,0,25,22,9,14
36,1,2,1,30,23,0,11,0
37,0,0,1,0,0,427,0,167
37,0,1,1,500,389,442,160,168
37,0,2,1,1000,316,0,170,0
37,1,0,1,-30,0,23,0,14
37,1,1,1,0,24,23,9,14
37,1,2,1,30,23,0,11,0
38,0,0,1,0,0,427,0,202
38,0,1,1,500,389,442,160,168
38,0,2,1,1000,364,0,170,0
38,1,0,1,-30,0,22,0,13
38,1,1,1,0,25,22,9,14
38,1,2,1,30,23,0,11,0
39,0,0,1,0,0,427,0,167
39,0,1,1,500,389,442,160,168
39,0,2,1,1000,364,0,170,0
39,1,0,1,-30,0,23,0,13
39,1,1,1,0,25,22,9,14
39,1,2,1,30,23,0,11,0
40,0,0,1,0,0,353,0,200
40,0,1,1,500,338,447,163,249
40,0,2,1,1000,417,0,243,0
40,1,0,1,-30,0,23,0,13
40,1,1,1,0,25,22,10,15
40,1,2,1,30,23,0,11,0
41,0,0,1,0,0,404,0,204
41,0,1,1,500,419,362,206,179
41,0,2,1,1000,396,0,244,0
41,1,0,1,-30,0,24,0,10
41,1,1,1,0,26,22,13,14
41,1,2,1,30,25,0,11,0
42,0,0,1,0,0,427,0,167
42,0,1,1,500,389,442,160,168
42,0,2,1,1000,362,0,170,0
42,1,0,1,-30,0,22,0,13
42,1,1,1,0,25,22,9,14
42,1,2,1,30,23,0,11,0
43,0,0,1,0,0,427,0,167
43,0,1,1,500,389,442,160,168
43,0,2,1,1000,364,0,170,0
43,1,0,1,-30,0,23,0,13
43,1,1,1,0,25,22,9,14
43,1,2,1,30,23,0,11,0
44,0,0,1,0,0,427,0,167
44,0,1,1,500,389,442,160,168
44,0,2,1,1000,364,0,170,0
44,1,0,1,-30,0,23,0,13
44,1,1,1,0,25,22,9,14
44,1,2,1,30,23,0,11,0
45,0,0,1,0,0,353,0,200
45,0,1,1,500,338,447,163,249
45,0,2,1,1000,350,0,243,0
45,1,0,1,-30,0,21,0,13
45,1,1,1,0,24,23,9,14
45,1,2,1,30,22,0,11,0
46,0,0,1,0,0,353,0,184
46,0,1,1,500,291,400,163,249
46,0,2,1,1000,362,0,243,0
46,1,0,1,-30,0,23,0,13
46,1,1,1,0,25,22,11,12
46,1,2,1,30,23,0,11,0
47,0,0,1,0,0,427,0,167
47,0,1,1,500,389,442,160,168
47,0,2,1,1000,364,0,170,0
47,1,0,1,-30,0,23,0,13
47,1,1,1,0,25,22,9,14
47,1,2,1,30,23,0,11,0
48,0,0,1,0,0,376,0,203
48,0,1,1,500,356,363,295,276
48,0,2,1,1000,455,0,140,0
48,1,0,1,-30,0,23,0,13
48,1,1,1,0,25,22,9,14
48,1,2,1,30,23,0,11,0
49,0,0,1,0,0,427,0,167
49,0,1,1,500,389,442,160,168
49,0,2,1,1000,364,0,170,0
49,1,0,1,-30,0,22,0,13
49,1,1,1,0,24,21,9,14
49,1,2,1,30,23,0,11,0
50,0,0,1,0,0,353,0,231
50,0,1,1,500,338,447,163,249
50,0,2,1,1000,350,0,244,0
50,1,0,1,-30,0,23,0,13
50,1,1,1,0,25,22,9,14
50,1,2,1,30,23,0,11,0
51,0,0,1,0,0,353,0,200
51,0,1,1,500,338,447,163,249
51,0,2,1,1000,350,0,243,0
51,1,0,1,-30,0,22,0,13
51,1,1,1,0,25,22,9,14
51,1,2,1,30,23,0,11,0
52,0,0,1,0,0,453,0,167
52,0,1,1,500,389,442,160,168
52,0,2,1,1000,364,0,170,0
52,1,0,1,-30,0,23,0,13
52,1,1,1,0,25,22,9,14
52,1,2,1,30,23,0,11,0
53,0,0,1,0,0,427,0,167
53,0,1,1,500,389,442,160,168
53,0,2,1,1000,364,0,170,0
53,1,0,1,-30,0,23,0,13
53,1,1,1,0,25,22,9,14
53,1,2,1,30,23,0,11,0
54,0,0,1,0,0,453,0,167
54,0,1,1,500,389,442,160,168
54,0,2,1,1000,364,0,170,0
54,1,0,1,-30,0,23,0,15
54,1,1,1,0,25,22,9,14
54,1,2,1,30,23,0,11,0
55,0,0,1,0,0,427,0,167
55,0,1,1,500,347,484,160,168
55,0,2,1,1000,364,0,192,0
55,1,0,1,-30,0,23,0,13
55,1,1,1,0,25,22,9,14
55,1,2,1,30,23,0,11,0
56,0,0,1,0,0,353,0,200
56,0,1,1,500,338,447,163,249
56,0,2,1,1000,350,0,243,0
56,1,0,1,-30,0,23,0,13
56,1,1,1,0,25,22,9,14
56,1,2,1,30,23,0,11,0
57,0,0,1,0,0,353,0,164
57,0,1,1,500,327,436,136,222
57,0,2,1,1000,350,0,243,0
57,1,0,1,-30,0,23,0,13
57,1,1,1,0,25,22,9,14
57,1,2,1,30,23,0,11,0
58,0,0,1,0,0,353,0,184
58,0,1,1,500,338,447,163,249
58,0,2,1,1000,350,0,243,0
58,1,0,1,-30,0,22,0,13
58,1,1,1,0,25,22,9,14
58,1,2,1,30,23,0,11,0
59,0,0,1,0,0,427,0,167
59,0,1,1,500,389,442,160,168
59,0,2,1,1000,364,0,170,0
59,1,0,1,-30,0,23,0,13
59,1,1,1,0,25,22,9,14
59,1,2,1,30,23,0,11,0
60,0,0,1,0,0,378,0,144
60,0,1,1,500,389,442,160,168
60,0,2,1,1000,364,0,170,0
60,1,0,1,-30,0,22,0,13
60,1,1,1,0,25,22,9,14
60,1,2,1,30,23,0,11,0
61,0,0,1,0,0,353,0,200
61,0,1,1,500,338,447,163,249
61,0,2,1,1000,417,0,243,0
61,1,0,1,-30,0,23,0,13
61,1,1,1,0,24,23,9,14
61,1,2,1,30,23,0,11,0
62,0,0,1,0,0,384,0,187
62,0,1,1,500,359,416,254,185
62,0,2,1,1000,412,0,249,0
62,1,0,1,-30,0,23,0,13
62,1,1,1,0,25,22,11,12
62,1,2,1,30,23,0,11,0
63,0,0,1,0,0,353,0,200
63,0,1,1,500,338,447,163,249
63,0,2,1,1000,350,0,243,0
63,1,0,1,-30,0,23,0,13
63,1,1,1,0,24,23,9,14
63,1,2,1,30,23,0,11,0
64,0,0,1,0,0,453,0,167
64,0,1,1,500,389,442,160,168
64,0,2,1,1000,364,0,170,0
64,1,0,1,-30,0,23,0,11
64,1,1,1,0,23,24,9,14
64,1,2,1,30,23,0,11,0
65,0,0,1,0,0,427,0,167
65,0,1,1,500,389,442,160,168
65,0,2,1,1000,363,0,170,0
65,1,0,1,-30,0,23,0,13
65,1,1,1,0,23,24,9,14
65,1,2,1,30,23,0,11,0
66,0,0,1,0,0,427,0,167
66,0,1,1,500,389,442,160,168
66,0,2,1,1000,395,0,170,0
66,1,0,1,-30,0,22,0,13
66,1,1,1,0,25,22,9,14
66,1,2,1,30,23,0,11,0
67,0,0,1,0,0,353,0,200
67,0,1,1,500,338,447,163,249
67,0,2,1,1000,350,0,243,0
67,1,0,1,-30,0,23,0,12
67,1,1,1,0,25,22,9,14
67,1,2,1,30,23,0,11,0
68,0,0,1,0,0,427,0,167
68,0,1,1,500,389,442,160,168
68,0,2,1,1000,364,0,170,0
68,1,0,1,-30,0,23,0,13
68,1,1,1,0,25,22,9,14
68,1,2,1,30,23,0,11,0
69,0,0,1,0,0,353,0,200
69,0,1,1,500,338,447,163,249
69,0,2,1,1000,350,0,243,0
69,1,0,1,-30,0,23,0,12
69,1,1,1,0,25,22,9,14
69,1,2,1,30,23,0,11,0
70,0,0,1,0,0,427,0,167
70,0,1,1,500,389,442,160,168
70,0,2,1,1000,364,0,170,0
70,1,0,1,-30,0,22,0,13
70,1,1,1,0,25,22,9,14
70,1,2,1,30,23,0,11,0
71,0,0,1,0,0,353,0,200
71,0,1,1,500,338,447,163,249
71,0,2,1,1000,350,0,243,0
71,1,0,1,-30,0,23,0,13
71,1,1,1,0,25,22,10,13
71,1,2,1,30,23,0,11,0
72,0,0,1,0,0,353,0,200
72,0,1,1,500,338,447,163,249
72,0,2,1,1000,350,0,287,0
72,1,0,1,-30,0,23,0,15
72,1,1,1,0,25,22,9,14
72,1,2,1,30,23,0,12,0
73,0,0,1,0,0,353,0,200
73,0,1,1,500,338,447,163,249
73,0,2,1,1000,350,0,248,0
73,1,0,1,-30,0,23,0,13
73,1,1,1,0,25,22,9,14
73,1,2,1,30,23,0,11,0
74,0,0,1,0,0,409,0,187
74,0,1,1,500,359,416,254,185
74,0,2,1,1000,412,0,249,0
74,1,0,1,-30,0,23,0,13
74,1,1,1,0,25,22,10,15
74,1,2,1,30,23,0,11,0
75,0,0,1,0,0,353,0,200
75,0,1,1,500,338,447,163,249
75,0,2,1,1000,350,0,248,0
75,1,0,1,-30,0,23,0,13
75,1,1,1,0,25,22,9,14
75,1,2,1,30,23,0,9,0
76,0,0,1,0,0,384,0,187
76,0,1,1,500,359,416,254,185
76,0,2,1,1000,412,0,249,0
76,1,0,1,-30,0,22,0,13
76,1,1,1,0,25,22,9,14
76,1,2,1,30,23,0,11,0
77,0,0,1,0,0,427,0,144
77,0,1,1,500,389,442,160,168
77,0,2,1,1000,364,0,170,0
77,1,0,1,-30,0,25,0,13
77,1,1,1,0,25,22,9,14
77,1,2,1,30,23,0,11,0
78,0,0,1,0,0,427,0,190
78,0,1,1,500,389,442,160,168
78,0,2,1,1000,316,0,170,0
78,1,0,1,-30,0,23,0,13
78,1,1,1,0,25,22,10,11
78,1,2,1,30,23,0,11,0
79,0,0,1,0,0,427,0,167
79,0,1,1,500,389,442,160,168
79,0,2,1,1000,364,0,170,0
79,1,0,1,-30,0,25,0,13
79,1,1,1,0,25,22,9,14
79,1,2,1,30,23,0,11,0
80,0,0,1,0,0,404,0,204
80,0,1,1,500,419,362,206,179
80,0,2,1,1000,396,0,244,0
80,1,0,1,-30,0,23,0,14
80,1,1,1,0,24,23,9,14
80,1,2,1,30,23,0,11,0
81,0,0,1,0,0,427,0,167
81,0,1,1,500,389,442,160,168
81,0,2,1,1000,362,0,170,0
81,1,0,1,-30,0,22,0,13
81,1,1,1,0,25,22,9,14
81,1,2,1,30,23,0,11,0
82,0,0,1,0,0,427,0,167
82,0,1,1,500,389,442,160,168
82,0,2,1,1000,364,0,170,0
82,1,0,1,-30,0,24,0,10
82,1,1,1,0,26,22,13,14
82,1,2,1,30,25,0,11,0
83,0,0,1,0,0,427,0,167
83,0,1,1,500,389,442,160,168
83,0,2,1,1000,362,0,170,0
83,1,0,1,-30,0,25,0,10
83,1,1,1,0,26,22,13,14
83,1,2,1,30,25,0,11,0
84,0,0,1,0,0,473,0,167
84,0,1,1,500,389,442,181,189
84,0,2,1,1000,362,0,170,0
84,1,0,1,-30,0,23,0,13
84,1,1,1,0,25,22,9,14
84,1,2,1,30,23,0,11,0
85,0,0,1,0,0,427,0,167
85,0,1,1,500,389,442,160,168
85,0,2,1,1000,364,0,186,0
85,1,0,1,-30,0,23,0,13
85,1,1,1,0,25,22,9,14
85,1,2,1,30,23,0,11,0
86,0,0,1,0,0,353,0,200
86,0,1,1,500,338,447,163,249
86,0,2,1,1000,350,0,243,0
86,1,0,1,-30,0,23,0,13
86,1,1,1,0,25,22,9,14
86,1,2,1,30,23,0,11,0
87,0,0,1,0,0,427,0,167
87,0,1,1,500,389,442,160,168
87,0,2,1,1000,340,0,170,0
87,1,0,1,-30,0,22,0,13
87,1,1,1,0,24,21,9,14
87,1,2,1,30,23,0,11,0
88,0,0,1,0,0,378,0,231
88,0,1,1,500,338,447,163,249
88,0,2,1,1000,350,0,244,0
88,1,0,1,-30,0,23,0,13
88,1,1,1,0,25,22,9,14
88,1,2,1,30,23,0,11,0
89,0,0,1,0,0,353,0,200
89,0,1,1,500,341,450,168,244
89,0,2,1,1000,350,0,243,0
89,1,0,1,-30,0,22,0,13
89,1,1,1,0,24,21,9,14
89,1,2,1,30,23,0,11,0
90,0,0,1,0,0,353,0,231
90,0,1,1,500,338,447,163,249
90,0,2,1,1000,350,0,244,0
90,1,0,1,-30,0,23,0,13
90,1,1,1,0,25,22,9,14
90,1,2,1,30,24,0,11,0
91,0,0,1,0,0,453,0,167
91,0,1,1,500,389,442,160,168
91,0,2,1,1000,364,0,170,0
91,1,0,1,-30,0,23,0,13
91,1,1,1,0,25,22,9,14
91,1,2,1,30,23,0,11,0
92,0,0,1,0,0,353,0,200
92,0,1,1,500,338,447,163,249
92,0,2,1,1000,350,0,243,0
92,1,0,1,-30,0,23,0,13
92,1,1,1,0,25,22,9,14
92,1,2,1,30,23,0,11,0
93,0,0,1,0,0,453,0,167
93,0,1,1,500,389,442,160,168
93,0,2,1,1000,364,0,170,0
93,1,0,1,-30,0,23,0,15
93,1,1,1,0,25,22,10,13
93,1,2,1,30,23,0,11,0
94,0,0,1,0,0,427,0,167
94,0,1,1,500,347,484,160,168
94,0,2,1,1000,364,0,192,0
94,1,0,1,-30,0,23,0,13
94,1,1,1,0,25,22,9,14
94,1,2,1,30,23,0,11,0
95,0,0,1,0,0,353,0,200
95,0,1,1,500,338,447,163,249
95,0,2,1,1000,350,0,243,0
95,1,0,1,-30,0,23,0,13
95,1,1,1,0,25,22,7,12
95,1,2,1,30,23,0,11,0
96,0,0,1,0,0,353,0,200
96,0,1,1,500,338,447,163,249
96,0,2,1,1000,343,0,243,0
96,1,0,1,-30,0,23,0,13
96,1,1,1,0,25,22,8,13
96,1,2,1,30,23,0,11,0
97,0,0,1,0,0,353,0,164
97,0,1,1,500,327,436,136,222
97,0,2,1,1000,350,0,243,0
97,1,0,1,-30,0,22,0,13
97,1,1,1,0,27,24,9,14
97,1,2,1,30,23,0,11,0
98,0,0,1,0,0,427,0,167
98,0,1,1,500,389,442,160,168
98,0,2,1,1000,364,0,170,0
98,1,0,1,-30,0,23,0,13
98,1,1,1,0,25,22,11,12
98,1,2,1,30,23,0,11,0
99,0,0,1,0,0,378,0,144
99,0,1,1,500,389,442,160,168
99,0,2,1,1000,320,0,170,0
99,1,0,1,-30,0,24,0,13
99,1,1,1,0,25,22,9,14
99,1,2,1,30,23,0,11,0
