Controller,Input,Set,Height,CentreX,Left Base,Right Base,Left Top,Right Top
1923,0,0,1,0,0,381,0,222
1923,0,1,1,500,365,385,200,200
1923,0,2,1,1000,387,0,227,0
1923,1,0,1,-30,0,25,0,9
1923,1,1,1,0,21,21,10,11
1923,1,2,1,30,22,0,13,0
1924,0,0,1,0,0,363,0,187
1924,0,1,1,500,419,423,230,215
1924,0,2,1,1000,448,0,195,0
1924,1,0,1,-30,0,22,0,10
1924,1,1,1,0,24,26,13,12
1924,1,2,1,30,23,0,11,0
1925,0,0,1,0,0,407,0,179
1925,0,1,1,500,421,438,126,185
1925,0,2,1,1000,371,0,208,0
1925,1,0,1,-30,0,24,0,9
1925,1,1,1,0,21,21,12,14
1925,1,2,1,30,26,0,12,0
1926,0,0,1,0,0,350,0,232
1926,0,1,1,500,356,407,191,167
1926,0,2,1,1000,390,0,192,0
1926,1,0,1,-30,0,23,0,12
1926,1,1,1,0,25,22,10,12
1926,1,2,1,30,26,0,10,0
1927,0,0,1,0,0,364,0,184
1927,0,1,1,500,408,425,126,185
1927,0,2,1,1000,371,0,208,0
1927,1,0,1,-30,0,24,0,14
1927,1,1,1,0,24,21,13,13
1927,1,2,1,30,25,0,10,0
1928,0,0,1,0,0,396,0,169
1928,0,1,1,500,436,361,216,178
1928,0,2,1,1000,407,0,182,0
1928,1,0,1,-30,0,25,0,10
1928,1,1,1,0,21,25,12,13
1928,1,2,1,30,23,0,12,0
1929,0,0,1,0,0,389,0,165
1929,0,1,1,500,365,438,193,138
1929,0,2,1,1000,419,0,245,0
1929,1,0,1,-30,0,24,0,11
1929,1,1,1,0,26,24,9,9
1929,1,2,1,30,24,0,13,0
1930,0,0,1,0,0,356,0,207
1930,0,1,1,500,359,375,221,194
1930,0,2,1,1000,398,0,195,0
1930,1,0,1,-30,0,24,0,10
1930,1,1,1,0,23,21,13,11
1930,1,2,1,30,26,0,9,0
1931,0,0,1,0,0,422,0,206
1931,0,1,1,500,440,401,162,176
1931,0,2,1,1000,391,0,159,0
1931,1,0,1,-30,0,22,0,9
1931,1,1,1,0,22,21,14,9
1931,1,2,1,30,26,0,10,0
1932,0,0,1,0,0,407,0,184
1932,0,1,1,500,408,425,126,185
1932,0,2,1,1000,371,0,222,0
1932,1,0,1,-30,0,21,0,14
1932,1,1,1,0,24,21,13,13
1932,1,2,1,30,25,0,10,0
1933,0,0,1,0,0,374,0,223
1933,0,1,1,500,405,378,241,210
1933,0,2,1,1000,357,0,290,0
1933,1,0,1,-30,0,21,0,12
1933,1,1,1,0,24,23,10,13
1933,1,2,1,30,29,0,9,0
1934,0,0,1,0,0,386,0,207
1934,0,1,1,500,432,417,225,198
1934,0,2,1,1000,410,0,209,0
1934,1,0,1,-30,0,24,0,9
1934,1,1,1,0,21,21,12,14
1934,1,2,1,30,26,0,12,0
1935,0,0,1,0,0,401,0,203
1935,0,1,1,500,370,376,190,178
1935,0,2,1,1000,357,0,195,0
1935,1,0,1,-30,0,22,0,14
1935,1,1,1,0,24,21,13,13
1935,1,2,1,30,25,0,10,0
1936,0,0,1,0,0,421,0,239
1936,0,1,1,500,389,383,174,162
1936,0,2,1,1000,420,0,209,0
1936,1,0,1,-30,0,24,0,10
1936,1,1,1,0,21,25,13,11
1936,1,2,1,30,25,0,12,0
1937,0,0,1,0,0,361,0,151
1937,0,1,1,500,421,470,198,273
1937,0,2,1,1000,373,0,237,0
1937,1,0,1,-30,0,23,0,13
1937,1,1,1,0,22,24,9,9
1937,1,2,1,30,23,0,14,0
1938,0,0,1,0,0,369,0,159
1938,0,1,1,500,354,399,176,246
1938,0,2,1,1000,382,0,182,0
1938,1,0,1,-30,0,21,0,11
1938,1,1,1,0,24,24,14,12
1938,1,2,1,30,26,0,12,0
1939,0,0,1,0,0,426,0,166
1939,0,1,1,500,337,391,200,214
1939,0,2,1,1000,350,0,183,0
1939,1,0,1,-30,0,22,0,11
1939,1,1,1,0,21,21,9,9
1939,1,2,1,30,26,0,11,0
1940,0,0,1,0,0,380,0,164
1940,0,1,1,500,381,373,230,223
1940,0,2,1,1000,434,0,231,0
1940,1,0,1,-30,0,25,0,14
1940,1,1,1,0,22,25,12,10
1940,1,2,1,30,26,0,11,0
1941,0,0,1,0,0,361,0,186
1941,0,1,1,500,362,373,205,249
1941,0,2,1,1000,396,0,220,0
1941,1,0,1,-30,0,21,0,11
1941,1,1,1,0,22,22,12,11
1941,1,2,1,30,24,0,12,0
1942,0,0,1,0,0,361,0,195
1942,0,1,1,500,362,373,215,259
1942,0,2,1,1000,396,0,220,0
1942,1,0,1,-30,0,23,0,11
1942,1,1,1,0,26,23,13,14
1942,1,2,1,30,25,0,11,0
1943,0,0,1,0,0,460,0,218
1943,0,1,1,500,364,401,154,189
1943,0,2,1,1000,432,0,229,0
1943,1,0,1,-30,0,21,0,9
1943,1,1,1,0,27,21,10,12
1943,1,2,1,30,25,0,12,0
1944,0,0,1,0,0,419,0,222
1944,0,1,1,500,365,385,200,200
1944,0,2,1,1000,387,0,227,0
1944,1,0,1,-30,0,24,0,9
1944,1,1,1,0,19,19,12,14
1944,1,2,1,30,24,0,12,0
1945,0,0,1,0,0,436,0,249
1945,0,1,1,500,394,369,206,178
1945,0,2,1,1000,389,0,170,0
1945,1,0,1,-30,0,26,0,10
1945,1,1,1,0,23,26,11,11
1945,1,2,1,30,25,0,10,0
1946,0,0,1,0,0,386,0,207
1946,0,1,1,500,432,417,225,198
1946,0,2,1,1000,410,0,224,0
1946,1,0,1,-30,0,21,0,9
1946,1,1,1,0,25,23,12,10
1946,1,2,1,30,25,0,12,0
1947,0,0,1,0,0,341,0,222
1947,0,1,1,500,436,413,215,217
1947,0,2,1,1000,428,0,220,0
1947,1,0,1,-30,0,21,0,14
1947,1,1,1,0,23,24,13,12
1947,1,2,1,30,25,0,14,0
1948,0,0,1,0,0,415,0,214
1948,0,1,1,500,375,354,202,245
1948,0,2,1,1000,410,0,208,0
1948,1,0,1,-30,0,24,0,9
1948,1,1,1,0,25,23,10,12
1948,1,2,1,30,26,0,11,0
1949,0,0,1,0,0,413,0,261
1949,0,1,1,500,367,414,176,222
1949,0,2,1,1000,434,0,174,0
1949,1,0,1,-30,0,22,0,13
1949,1,1,1,0,23,21,12,13
1949,1,2,1,30,26,0,13,0
1950,0,0,1,0,0,439,0,222
1950,0,1,1,500,365,385,200,200
1950,0,2,1,1000,387,0,227,0
1950,1,0,1,-30,0,23,0,8
1950,1,1,1,0,26,23,13,14
1950,1,2,1,30,25,0,11,0
1951,0,0,1,0,0,407,0,184
1951,0,1,1,500,408,425,126,185
1951,0,2,1,1000,343,0,208,0
1951,1,0,1,-30,0,23,0,12
1951,1,1,1,0,25,22,10,12
1951,1,2,1,30,26,0,10,0
1952,0,0,1,0,0,353,0,224
1952,0,1,1,500,370,432,174,204
1952,0,2,1,1000,353,0,152,0
1952,1,0,1,-30,0,25,0,12
1952,1,1,1,0,21,21,12,13
1952,1,2,1,30,23,0,10,0
1953,0,0,1,0,0,434,0,222
1953,0,1,1,500,365,385,200,200
1953,0,2,1,1000,387,0,180,0
1953,1,0,1,-30,0,21,0,9
1953,1,1,1,0,25,23,10,12
1953,1,2,1,30,25,0,12,0
1954,0,0,1,0,0,361,0,195
1954,0,1,1,500,362,373,238,282
1954,0,2,1,1000,396,0,220,0
1954,1,0,1,-30,0,22,0,14
1954,1,1,1,0,24,21,13,13
1954,1,2,1,30,25,0,10,0
1955,0,0,1,0,0,474,0,235
1955,0,1,1,500,385,427,184,153
1955,0,2,1,1000,466,0,184,0
1955,1,0,1,-30,0,25,0,9
1955,1,1,1,0,22,24,12,15
1955,1,2,1,30,22,0,14,0
1956,0,0,1,0,0,387,0,204
1956,0,1,1,500,412,425,218,218
1956,0,2,1,1000,338,0,214,0
1956,1,0,1,-30,0,25,0,9
1956,1,1,1,0,21,21,10,11
1956,1,2,1,30,22,0,13,0
1957,0,0,1,0,0,417,0,213
1957,0,1,1,500,409,418,222,180
1957,0,2,1,1000,371,0,210,0
1957,1,0,1,-30,0,24,0,9
1957,1,1,1,0,21,21,12,14
1957,1,2,1,30,26,0,12,0
1958,0,0,1,0,0,395,0,236
1958,0,1,1,500,408,408,206,246
1958,0,2,1,1000,435,0,181,0
1958,1,0,1,-30,0,21,0,9
1958,1,1,1,0,25,23,10,12
1958,1,2,1,30,24,0,13,0
1959,0,0,1,0,0,363,0,163
1959,0,1,1,500,427,359,175,193
1959,0,2,1,1000,439,0,242,0
1959,1,0,1,-30,0,24,0,12
1959,1,1,1,0,24,21,14,12
1959,1,2,1,30,26,0,12,0
1960,0,0,1,0,0,381,0,226
1960,0,1,1,500,364,401,154,189
1960,0,2,1,1000,432,0,229,0
1960,1,0,1,-30,0,22,0,13
1960,1,1,1,0,24,21,9,10
1960,1,2,1,30,25,0,14,0
1961,0,0,1,0,0,460,0,218
1961,0,1,1,500,364,401,154,189
1961,0,2,1,1000,432,0,229,0
1961,1,0,1,-30,0,22,0,12
1961,1,1,1,0,21,23,10,12
1961,1,2,1,30,26,0,13,0
1962,0,0,1,0,0,430,0,169
1962,0,1,1,500,375,354,202,245
1962,0,2,1,1000,410,0,210,0
1962,1,0,1,-30,0,22,0,10
1962,1,1,1,0,25,26,9,11
1962,1,2,1,30,26,0,13,0
1963,0,0,1,0,0,413,0,162
1963,0,1,1,500,372,425,209,194
1963,0,2,1,1000,403,0,170,0
1963,1,0,1,-30,0,24,0,14
1963,1,1,1,0,22,24,14,12
1963,1,2,1,30,26,0,14,0
1964,0,0,1,0,0,407,0,179
1964,0,1,1,500,408,425,126,185
1964,0,2,1,1000,371,0,208,0
1964,1,0,1,-30,0,24,0,9
1964,1,1,1,0,21,21,12,14
1964,1,2,1,30,24,0,12,0
1965,0,0,1,0,0,407,0,155
1965,0,1,1,500,408,425,126,185
1965,0,2,1,1000,371,0,208,0
1965,1,0,1,-30,0,24,0,9
1965,1,1,1,0,21,21,12,14
1965,1,2,1,30,24,0,12,0
1966,0,0,1,0,0,424,0,210
1966,0,1,1,500,441,371,216,236
1966,0,2,1,1000,430,0,232,0
1966,1,0,1,-30,0,23,0,13
1966,1,1,1,0,25,24,12,12
1966,1,2,1,30,25,0,9,0
1967,0,0,1,0,0,435,0,181
1967,0,1,1,500,356,369,215,236
1967,0,2,1,1000,376,0,212,0
1967,1,0,1,-30,0,22,0,10
1967,1,1,1,0,21,20,9,11
1967,1,2,1,30,24,0,10,0
1968,0,0,1,0,0,412,0,156
1968,0,1,1,500,365,359,188,234
1968,0,2,1,1000,435,0,216,0
1968,1,0,1,-30,0,24,0,9
1968,1,1,1,0,21,21,12,14
1968,1,2,1,30,24,0,12,0
1969,0,0,1,0,0,407,0,184
1969,0,1,1,500,408,425,109,202
1969,0,2,1,1000,331,0,208,0
1969,1,0,1,-30,0,24,0,9
1969,1,1,1,0,21,21,12,14
1969,1,2,1,30,24,0,12,0
1970,0,0,1,0,0,437,0,159
1970,0,1,1,500,439,358,186,208
1970,0,2,1,1000,411,0,177,0
1970,1,0,1,-30,0,23,0,13
1970,1,1,1,0,22,24,9,9
1970,1,2,1,30,23,0,14,0
1971,0,0,1,0,0,444,0,214
1971,0,1,1,500,445,430,165,159
1971,0,2,1,1000,362,0,219,0
1971,1,0,1,-30,0,24,0,9
1971,1,1,1,0,25,23,10,12
1971,1,2,1,30,24,0,11,0
1972,0,0,1,0,0,419,0,205
1972,0,1,1,500,365,385,200,200
1972,0,2,1,1000,387,0,227,0
1972,1,0,1,-30,0,22,0,13
1972,1,1,1,0,27,23,10,10
1972,1,2,1,30,25,0,12,0
1973,0,0,1,0,0,381,0,156
1973,0,1,1,500,395,390,177,230
1973,0,2,1,1000,394,0,204,0
1973,1,0,1,-30,0,24,0,10
1973,1,1,1,0,21,21,12,14
1973,1,2,1,30,24,0,12,0
1974,0,0,1,0,0,446,0,170
1974,0,1,1,500,406,432,190,150
1974,0,2,1,1000,410,0,212,0
1974,1,0,1,-30,0,22,0,14
1974,1,1,1,0,25,25,9,14
1974,1,2,1,30,23,0,9,0
1975,0,0,1,0,0,350,0,226
1975,0,1,1,500,421,362,229,182
1975,0,2,1,1000,443,0,246,0
1975,1,0,1,-30,0,21,0,9
1975,1,1,1,0,25,23,10,12
1975,1,2,1,30,23,0,12,0
1976,0,0,1,0,0,419,0,222
1976,0,1,1,500,365,385,200,200
1976,0,2,1,1000,387,0,227,0
1976,1,0,1,-30,0,24,0,9
1976,1,1,1,0,21,21,12,14
1976,1,2,1,30,24,0,12,0
1977,0,0,1,0,0,366,0,194
1977,0,1,1,500,379,421,246,183
1977,0,2,1,1000,377,0,225,0
1977,1,0,1,-30,0,24,0,9
1977,1,1,1,0,21,21,12,14
1977,1,2,1,30,24,0,12,0
1978,0,0,1,0,0,358,0,234
1978,0,1,1,500,396,395,154,224
1978,0,2,1,1000,361,0,232,0
1978,1,0,1,-30,0,26,0,14
1978,1,1,1,0,21,25,9,9
1978,1,2,1,30,26,0,10,0
1979,0,0,1,0,0,436,0,165
1979,0,1,1,500,365,438,228,173
1979,0,2,1,1000,419,0,245,0
1979,1,0,1,-30,0,21,0,10
1979,1,1,1,0,26,26,10,10
1979,1,2,1,30,25,0,11,0
1980,0,0,1,0,0,383,0,162
1980,0,1,1,500,375,437,194,197
1980,0,2,1,1000,425,0,254,0
1980,1,0,1,-30,0,26,0,9
1980,1,1,1,0,21,21,12,14
1980,1,2,1,30,24,0,12,0
1981,0,0,1,0,0,426,0,226
1981,0,1,1,500,364,401,154,189
1981,0,2,1,1000,432,0,229,0
1981,1,0,1,-30,0,25,0,10
1981,1,1,1,0,27,24,9,13
1981,1,2,1,30,23,0,12,0
1982,0,0,1,0,0,419,0,198
1982,0,1,1,500,365,385,200,200
1982,0,2,1,1000,387,0,227,0
1982,1,0,1,-30,0,22,0,13
1982,1,1,1,0,24,21,9,10
1982,1,2,1,30,25,0,14,0
1983,0,0,1,0,0,389,0,165
1983,0,1,1,500,362,441,228,173
1983,0,2,1,1000,419,0,245,0
1983,1,0,1,-30,0,23,0,9
1983,1,1,1,0,21,21,12,14
1983,1,2,1,30,24,0,12,0
1984,0,0,1,0,0,412,0,156
1984,0,1,1,500,365,359,188,234
1984,0,2,1,1000,435,0,216,0
1984,1,0,1,-30,0,23,0,11
1984,1,1,1,0,26,23,13,14
1984,1,2,1,30,25,0,11,0
1985,0,0,1,0,0,435,0,173
1985,0,1,1,500,437,397,159,185
1985,0,2,1,1000,449,0,238,0
1985,1,0,1,-30,0,21,0,9
1985,1,1,1,0,25,23,10,12
1985,1,2,1,30,24,0,12,0
1986,0,0,1,0,0,419,0,222
1986,0,1,1,500,365,385,200,200
1986,0,2,1,1000,387,0,227,0
1986,1,0,1,-30,0,24,0,11
1986,1,1,1,0,21,21,12,14
1986,1,2,1,30,24,0,12,0
1987,0,0,1,0,0,362,0,185
1987,0,1,1,500,375,383,167,195
1987,0,2,1,1000,325,0,242,0
1987,1,0,1,-30,0,22,0,13
1987,1,1,1,0,24,21,9,10
1987,1,2,1,30,25,0,14,0
1988,0,0,1,0,0,412,0,156
1988,0,1,1,500,365,359,188,234
1988,0,2,1,1000,435,0,216,0
1988,1,0,1,-30,0,26,0,12
1988,1,1,1,0,21,25,11,13
1988,1,2,1,30,27,0,14,0
1989,0,0,1,0,0,386,0,207
1989,0,1,1,500,432,417,225,198
1989,0,2,1,1000,410,0,224,0
1989,1,0,1,-30,0,24,0,9
1989,1,1,1,0,21,21,12,14
1989,1,2,1,30,26,0,13,0
1990,0,0,1,0,0,332,0,150
1990,0,1,1,500,414,442,224,182
1990,0,2,1,1000,366,0,247,0
1990,1,0,1,-30,0,24,0,10
1990,1,1,1,0,23,21,13,11
1990,1,2,1,30,26,0,9,0
1991,0,0,1,0,0,440,0,209
1991,0,1,1,500,427,445,229,179
1991,0,2,1,1000,441,0,229,0
1991,1,0,1,-30,0,24,0,13
1991,1,1,1,0,22,22,9,11
1991,1,2,1,30,25,0,12,0
1992,0,0,1,0,0,419,0,222
1992,0,1,1,500,365,385,200,200
1992,0,2,1,1000,387,0,227,0
1992,1,0,1,-30,0,24,0,9
1992,1,1,1,0,21,21,12,14
1992,1,2,1,30,24,0,12,0
1993,0,0,1,0,0,362,0,190
1993,0,1,1,500,403,383,224,243
1993,0,2,1,1000,360,0,149,0
1993,1,0,1,-30,0,22,0,13
1993,1,1,1,0,24,21,9,10
1993,1,2,1,30,25,0,14,0
1994,0,0,1,0,0,406,0,192
1994,0,1,1,500,396,484,214,186
1994,0,2,1,1000,405,0,150,0
1994,1,0,1,-30,0,23,0,12
1994,1,1,1,0,21,26,11,14
1994,1,2,1,30,26,0,11,0
1995,0,0,1,0,0,403,0,174
1995,0,1,1,500,387,376,241,216
1995,0,2,1,1000,412,0,227,0
1995,1,0,1,-30,0,25,0,9
1995,1,1,1,0,21,25,13,14
1995,1,2,1,30,22,0,14,0
1996,0,0,1,0,0,365,0,151
1996,0,1,1,500,409,365,239,223
1996,0,2,1,1000,406,0,157,0
1996,1,0,1,-30,0,22,0,13
1996,1,1,1,0,26,22,10,10
1996,1,2,1,30,27,0,12,0
1997,0,0,1,0,0,407,0,179
1997,0,1,1,500,408,425,126,185
1997,0,2,1,1000,371,0,208,0
1997,1,0,1,-30,0,25,0,7
1997,1,1,1,0,21,25,13,14
1997,1,2,1,30,22,0,14,0
1998,0,0,1,0,0,438,0,249
1998,0,1,1,500,389,368,247,152
1998,0,2,1,1000,368,0,156,0
1998,1,0,1,-30,0,24,0,9
1998,1,1,1,0,21,21,12,14
1998,1,2,1,30,26,0,12,0
1999,0,0,1,0,0,425,0,258
1999,0,1,1,500,378,394,242,231
1999,0,2,1,1000,419,0,186,0
1999,1,0,1,-30,0,21,0,12
1999,1,1,1,0,24,21,10,9
1999,1,2,1,30,23,0,13,0
2000,0,0,1,0,0,387,0,204
2000,0,1,1,500,412,425,218,218
2000,0,2,1,1000,355,0,214,0
2000,1,0,1,-30,0,24,0,12
2000,1,1,1,0,22,21,9,11
2000,1,2,1,30,23,0,14,0
2001,0,0,1,0,0,353,0,224
2001,0,1,1,500,370,432,174,204
2001,0,2,1,1000,353,0,140,0
2001,1,0,1,-30,0,24,0,9
2001,1,1,1,0,21,21,12,14
2001,1,2,1,30,26,0,12,0
2002,0,0,1,0,0,439,0,174
2002,0,1,1,500,418,385,208,197
2002,0,2,1,1000,388,0,157,0
2002,1,0,1,-30,0,26,0,11
2002,1,1,1,0,24,21,9,12
2002,1,2,1,30,23,0,10,0
2003,0,0,1,0,0,425,0,205
2003,0,1,1,500,448,422,173,197
2003,0,2,1,1000,444,0,203,0
2003,1,0,1,-30,0,25,0,9
2003,1,1,1,0,21,21,12,14
2003,1,2,1,30,24,0,12,0
2004,0,0,1,0,0,426,0,218
2004,0,1,1,500,364,401,154,189
2004,0,2,1,1000,418,0,229,0
2004,1,0,1,-30,0,22,0,14
2004,1,1,1,0,23,27,11,13
2004,1,2,1,30,26,0,13,0
2005,0,0,1,0,0,407,0,184
2005,0,1,1,500,408,425,109,202
2005,0,2,1,1000,371,0,208,0
2005,1,0,1,-30,0,26,0,12
2005,1,1,1,0,23,22,10,13
2005,1,2,1,30,24,0,13,0
2006,0,0,1,0,0,383,0,162
2006,0,1,1,500,375,437,199,192
2006,0,2,1,1000,461,0,216,0
2006,1,0,1,-30,0,24,0,11
2006,1,1,1,0,23,25,10,10
2006,1,2,1,30,25,0,13,0
2007,0,0,1,0,0,419,0,251
2007,0,1,1,500,354,396,200,200
2007,0,2,1,1000,387,0,227,0
2007,1,0,1,-30,0,24,0,9
2007,1,1,1,0,21,21,12,14
2007,1,2,1,30,24,0,12,0
2008,0,0,1,0,0,419,0,227
2008,0,1,1,500,365,385,200,200
2008,0,2,1,1000,449,0,227,0
2008,1,0,1,-30,0,23,0,12
2008,1,1,1,0,21,26,11,14
2008,1,2,1,30,26,0,11,0
2009,0,0,1,0,0,395,0,236
2009,0,1,1,500,408,408,245,207
2009,0,2,1,1000,435,0,181,0
2009,1,0,1,-30,0,23,0,9
2009,1,1,1,0,21,21,12,14
2009,1,2,1,30,24,0,12,0
2010,0,0,1,0,0,360,0,151
2010,0,1,1,500,361,387,188,220
2010,0,2,1,1000,441,0,153,0
2010,1,0,1,-30,0,22,0,13
2010,1,1,1,0,26,22,13,12
2010,1,2,1,30,26,0,11,0
2011,0,0,1,0,0,430,0,184
2011,0,1,1,500,441,371,216,236
2011,0,2,1,1000,430,0,232,0
2011,1,0,1,-30,0,26,0,14
2011,1,1,1,0,22,24,10,10
2011,1,2,1,30,24,0,12,0
2012,0,0,1,0,0,415,0,240
2012,0,1,1,500,406,437,163,187
2012,0,2,1,1000,371,0,157,0
2012,1,0,1,-30,0,25,0,12
2012,1,1,1,0,22,22,13,9
2012,1,2,1,30,23,0,12,0
2013,0,0,1,0,0,363,0,187
2013,0,1,1,500,419,423,230,215
2013,0,2,1,1000,448,0,195,0
2013,1,0,1,-30,0,23,0,10
2013,1,1,1,0,26,24,9,9
2013,1,2,1,30,25,0,12,0
2014,0,0,1,0,0,439,0,175
2014,0,1,1,500,422,361,234,220
2014,0,2,1,1000,380,0,224,0
2014,1,0,1,-30,0,23,0,12
2014,1,1,1,0,21,24,9,14
2014,1,2,1,30,26,0,12,0
2015,0,0,1,0,0,346,0,151
2015,0,1,1,500,421,470,198,273
2015,0,2,1,1000,373,0,237,0
2015,1,0,1,-30,0,24,0,9
2015,1,1,1,0,21,21,12,14
2015,1,2,1,30,24,0,12,0
2016,0,0,1,0,0,447,0,190
2016,0,1,1,500,401,436,159,180
2016,0,2,1,1000,383,0,165,0
2016,1,0,1,-30,0,24,0,9
2016,1,1,1,0,21,21,12,14
2016,1,2,1,30,24,0,12,0
2017,0,0,1,0,0,430,0,213
2017,0,1,1,500,360,356,154,193
2017,0,2,1,1000,405,0,173,0
2017,1,0,1,-30,0,23,0,9
2017,1,1,1,0,26,21,14,8
2017,1,2,1,30,25,0,11,0
2018,0,0,1,0,0,412,0,156
2018,0,1,1,500,365,359,188,234
2018,0,2,1,1000,435,0,216,0
2018,1,0,1,-30,0,24,0,9
2018,1,1,1,0,21,21,12,14
2018,1,2,1,30,24,0,12,0
2019,0,0,1,0,0,373,0,231
2019,0,1,1,500,391,417,131,154
2019,0,2,1,1000,391,0,223,0
2019,1,0,1,-30,0,22,0,10
2019,1,1,1,0,26,21,11,13
2019,1,2,1,30,25,0,11,0
2020,0,0,1,0,0,367,0,177
2020,0,1,1,500,415,362,212,211
2020,0,2,1,1000,368,0,163,0
2020,1,0,1,-30,0,24,0,10
2020,1,1,1,0,24,22,13,12
2020,1,2,1,30,22,0,11,0
2021,0,0,1,0,0,455,0,245
2021,0,1,1,500,422,441,175,228
2021,0,2,1,1000,409,0,204,0
2021,1,0,1,-30,0,21,0,10
2021,1,1,1,0,26,26,10,10
2021,1,2,1,30,25,0,10,0
2022,0,0,1,0,0,361,0,195
2022,0,1,1,500,362,373,238,282
2022,0,2,1,1000,396,0,220,0
2022,1,0,1,-30,0,24,0,9
2022,1,1,1,0,21,21,12,14
2022,1,2,1,30,24,0,12,0
2023,0,0,1,0,0,449,0,129
2023,0,1,1,500,388,375,241,216
2023,0,2,1,1000,415,0,227,0
2023,1,0,1,-30,0,22,0,11
2023,1,1,1,0,19,24,14,14
2023,1,2,1,30,25,0,15,0
2024,0,0,1,0,0,412,0,156
2024,0,1,1,500,377,347,188,234
2024,0,2,1,1000,435,0,216,0
2024,1,0,1,-30,0,24,0,9
2024,1,1,1,0,21,21,12,14
2024,1,2,1,30,24,0,12,0
2025,0,0,1,0,0,403,0,174
2025,0,1,1,500,387,376,241,216
2025,0,2,1,1000,412,0,248,0
2025,1,0,1,-30,0,27,0,14
2025,1,1,1,0,22,24,10,10
2025,1,2,1,30,24,0,12,0
2026,0,0,1,0,0,434,0,179
2026,0,1,1,500,434,357,262,170
2026,0,2,1,1000,409,0,210,0
2026,1,0,1,-30,0,22,0,11
2026,1,1,1,0,24,21,9,10
2026,1,2,1,30,25,0,15,0
2027,0,0,1,0,0,362,0,185
2027,0,1,1,500,424,432,197,225
2027,0,2,1,1000,325,0,242,0
2027,1,0,1,-30,0,25,0,9
2027,1,1,1,0,21,21,10,11
2027,1,2,1,30,22,0,13,0
2028,0,0,1,0,0,407,0,215
2028,0,1,1,500,389,406,126,185
2028,0,2,1,1000,343,0,208,0
2028,1,0,1,-30,0,24,0,9
2028,1,1,1,0,21,21,12,14
2028,1,2,1,30,24,0,12,0
2029,0,0,1,0,0,412,0,156
2029,0,1,1,500,365,359,188,234
2029,0,2,1,1000,435,0,216,0
2029,1,0,1,-30,0,23,0,11
2029,1,1,1,0,26,23,13,14
2029,1,2,1,30,25,0,11,0
2030,0,0,1,0,0,368,0,189
2030,0,1,1,500,385,385,225,192
2030,0,2,1,1000,402,0,247,0
2030,1,0,1,-30,0,24,0,9
2030,1,1,1,0,21,21,12,14
2030,1,2,1,30,24,0,12,0
2031,0,0,1,0,0,386,0,207
2031,0,1,1,500,396,381,225,198
2031,0,2,1,1000,410,0,224,0
2031,1,0,1,-30,0,23,0,11
2031,1,1,1,0,26,23,13,14
2031,1,2,1,30,26,0,11,0
2032,0,0,1,0,0,419,0,222
2032,0,1,1,500,331,419,200,200
2032,0,2,1,1000,387,0,227,0
2032,1,0,1,-30,0,24,0,9
2032,1,1,1,0,21,21,12,14
2032,1,2,1,30,24,0,12,0
2033,0,0,1,0,0,419,0,227
2033,0,1,1,500,365,385,200,200
2033,0,2,1,1000,435,0,227,0
2033,1,0,1,-30,0,23,0,10
2033,1,1,1,0,26,21,11,13
2033,1,2,1,30,25,0,11,0
2034,0,0,1,0,0,407,0,184
2034,0,1,1,500,408,425,126,185
2034,0,2,1,1000,343,0,205,0
2034,1,0,1,-30,0,24,0,9
2034,1,1,1,0,21,21,12,14
2034,1,2,1,30,26,0,12,0
2035,0,0,1,0,0,385,0,248
2035,0,1,1,500,421,357,165,189
2035,0,2,1,1000,321,0,150,0
2035,1,0,1,-30,0,26,0,12
2035,1,1,1,0,23,22,11,12
2035,1,2,1,30,24,0,13,0
2036,0,0,1,0,0,360,0,223
2036,0,1,1,500,393,365,249,249
2036,0,2,1,1000,353,0,185,0
2036,1,0,1,-30,0,22,0,9
2036,1,1,1,0,22,24,11,11
2036,1,2,1,30,25,0,14,0
2037,0,0,1,0,0,315,0,185
2037,0,1,1,500,407,415,197,225
2037,0,2,1,1000,325,0,242,0
2037,1,0,1,-30,0,23,0,9
2037,1,1,1,0,24,24,12,14
2037,1,2,1,30,22,0,14,0
2038,0,0,1,0,0,431,0,154
2038,0,1,1,500,437,445,164,221
2038,0,2,1,1000,433,0,155,0
2038,1,0,1,-30,0,26,0,9
2038,1,1,1,0,23,24,11,11
2038,1,2,1,30,22,0,11,0
2039,0,0,1,0,0,446,0,179
2039,0,1,1,500,408,425,126,185
2039,0,2,1,1000,371,0,208,0
2039,1,0,1,-30,0,24,0,9
2039,1,1,1,0,25,23,10,12
2039,1,2,1,30,26,0,11,0
2040,0,0,1,0,0,363,0,249
2040,0,1,1,500,441,436,151,187
2040,0,2,1,1000,402,0,220,0
2040,1,0,1,-30,0,24,0,9
2040,1,1,1,0,21,21,11,15
2040,1,2,1,30,24,0,12,0
2041,0,0,1,0,0,419,0,230
2041,0,1,1,500,365,385,237,237
2041,0,2,1,1000,387,0,227,0
2041,1,0,1,-30,0,26,0,12
2041,1,1,1,0,23,22,11,12
2041,1,2,1,30,24,0,13,0
2042,0,0,1,0,0,368,0,219
2042,0,1,1,500,392,436,235,222
2042,0,2,1,1000,420,0,202,0
2042,1,0,1,-30,0,21,0,12
2042,1,1,1,0,21,21,9,9
2042,1,2,1,30,26,0,11,0
2043,0,0,1,0,0,418,0,222
2043,0,1,1,500,374,471,162,225
