Controller,Rule,Input Variable 1,Input Set 1,Modifier,Input Variable 2,Input Set 2,Output Value
32,5,0,1,AND,1,2,9.53764
32,6,0,2,AND,1,0,2.49062
32,7,0,2,AND,1,1,0.877712
32,8,0,2,AND,1,2,6.13849
33,0,0,0,AND,1,0,6.6567
33,1,0,0,AND,1,1,3.37596
33,2,0,0,AND,1,2,7.54723
33,3,0,1,AND,1,0,6.22913
33,4,0,1,AND,1,1,1.22684
33,5,0,1,AND,1,2,8.77712
33,6,0,2,AND,1,0,2.61513
33,7,0,2,AND,1,1,1.21982
33,8,0,2,AND,1,2,2.92093
34,0,0,0,AND,1,0,6.6567
34,1,0,0,AND,1,1,3.37596
34,2,0,0,AND,1,2,7.54723
34,3,0,1,AND,1,0,2.14911
34,4,0,1,AND,1,1,0.953398
34,5,0,1,AND,1,2,4.56221
34,6,0,2,AND,1,0,2.61513
34,7,0,2,AND,1,1,1.72887
34,8,0,2,AND,1,2,6.41713
35,0,0,0,AND,1,0,6.6567
35,1,0,0,AND,1,1,3.37596
35,2,0,0,AND,1,2,7.54723
35,3,0,1,AND,1,0,2.14911
35,4,0,1,AND,1,1,1.22684
35,5,0,1,AND,1,2,9.53764
35,6,0,2,AND,1,0,4.00952
35,7,0,2,AND,1,1,0.958586
35,8,0,2,AND,1,2,0.512406
36,0,0,0,AND,1,0,6.6567
36,1,0,0,AND,1,1,3.37596
36,2,0,0,AND,1,2,7.54723
36,3,0,1,AND,1,0,6.22913
36,4,0,1,AND,1,1,0.953398
36,5,0,1,AND,1,2,4.56221
36,6,0,2,AND,1,0,2.61513
36,7,0,2,AND,1,1,1.72887
36,8,0,2,AND,1,2,4.5323
37,0,0,0,AND,1,0,6.6567
37,1,0,0,AND,1,1,3.37596
37,2,0,0,AND,1,2,7.54723
37,3,0,1,AND,1,0,2.14911
37,4,0,1,AND,1,1,1.22684
37,5,0,1,AND,1,2,9.53764
37,6,0,2,AND,1,0,4.00952
37,7,0,2,AND,1,1,0.958586
37,8,0,2,AND,1,2,6.13544
38,0,0,0,AND,1,0,6.6567
38,1,0,0,AND,1,1,3.37596
38,2,0,0,AND,1,2,7.54723
38,3,0,1,AND,1,0,2.14911
38,4,0,1,AND,1,1,1.22684
38,5,0,1,AND,1,2,9.53764
38,6,0,2,AND,1,0,1.61718
38,7,0,2,AND,1,1,1.72887
38,8,0,2,AND,1,2,0.726646
39,0,0,0,AND,1,0,6.6567
39,1,0,0,AND,1,1,3.37596
39,2,0,0,AND,1,2,7.54723
39,3,0,1,AND,1,0,1.94952
39,4,0,1,AND,1,1,4.58754
39,5,0,1,AND,1,2,0.399792
39,6,0,2,AND,1,0,3.26731
39,7,0,2,AND,1,1,1.30375
39,8,0,2,AND,1,2,0.722068
40,0,0,0,AND,1,0,6.6567
40,1,0,0,AND,1,1,3.37596
40,2,0,0,AND,1,2,7.54723
40,3,0,1,AND,1,0,6.22913
40,4,0,1,AND,1,1,1.22684
40,5,0,1,AND,1,2,9.53764
40,6,0,2,AND,1,0,2.49062
40,7,0,2,AND,1,1,0.877712
40,8,0,2,AND,1,2,4.42274
41,0,0,0,AND,1,0,6.6567
41,1,0,0,AND,1,1,3.37596
41,2,0,0,AND,1,2,7.54723
41,3,0,1,AND,1,0,6.22913
41,4,0,1,AND,1,1,0.953398
41,5,0,1,AND,1,2,0.399792
41,6,0,2,AND,1,0,3.26731
41,7,0,2,AND,1,1,1.72887
41,8,0,2,AND,1,2,2.7134
42,0,0,0,AND,1,0,6.6567
42,1,0,0,AND,1,1,3.37596
42,2,0,0,AND,1,2,7.54723
42,3,0,1,AND,1,0,2.14911
42,4,0,1,AND,1,1,1.22684
42,5,0,1,AND,1,2,9.53764
42,6,0,2,AND,1,0,4.00952
42,7,0,2,AND,1,1,0.958586
42,8,0,2,AND,1,2,3.54106
43,0,0,0,AND,1,0,6.6567
43,1,0,0,AND,1,1,3.37596
43,2,0,0,AND,1,2,7.54723
43,3,0,1,AND,1,0,2.14911
43,4,0,1,AND,1,1,1.22684
43,5,0,1,AND,1,2,9.53764
43,6,0,2,AND,1,0,3.26731
43,7,0,2,AND,1,1,1.30375
43,8,0,2,AND,1,2,0.393689
44,0,0,0,AND,1,0,6.6567
44,1,0,0,AND,1,1,3.37596
44,2,0,0,AND,1,2,7.54723
44,3,0,1,AND,1,0,2.14911
44,4,0,1,AND,1,1,1.22684
44,5,0,1,AND,1,2,8.77712
44,6,0,2,AND,1,0,1.61718
44,7,0,2,AND,1,1,0.44557
44,8,0,2,AND,1,2,3.05643
45,0,0,0,AND,1,0,6.6567
45,1,0,0,AND,1,1,3.37596
45,2,0,0,AND,1,2,7.54723
45,3,0,1,AND,1,0,6.22913
45,4,0,1,AND,1,1,0.953398
45,5,0,1,AND,1,2,4.56221
45,6,0,2,AND,1,0,4.00952
45,7,0,2,AND,1,1,1.21982
45,8,0,2,AND,1,2,7.99707
46,0,0,0,AND,1,0,6.6567
46,1,0,0,AND,1,1,3.37596
46,2,0,0,AND,1,2,7.54723
46,3,0,1,AND,1,0,2.14911
46,4,0,1,AND,1,1,1.22684
46,5,0,1,AND,1,2,8.77712
46,6,0,2,AND,1,0,1.61718
46,7,0,2,AND,1,1,0.178228
46,8,0,2,AND,1,2,3.10404
47,0,0,0,AND,1,0,6.6567
47,1,0,0,AND,1,1,3.37596
47,2,0,0,AND,1,2,7.54723
47,3,0,1,AND,1,0,6.22913
47,4,0,1,AND,1,1,1.22684
47,5,0,1,AND,1,2,9.53764
47,6,0,2,AND,1,0,4.00952
47,7,0,2,AND,1,1,0.44557
47,8,0,2,AND,1,2,8.39076
48,0,0,0,AND,1,0,6.6567
48,1,0,0,AND,1,1,3.37596
48,2,0,0,AND,1,2,7.54723
48,3,0,1,AND,1,0,2.14911
48,4,0,1,AND,1,1,0.953398
48,5,0,1,AND,1,2,4.56221
48,6,0,2,AND,1,0,1.61718
48,7,0,2,AND,1,1,1.72887
48,8,0,2,AND,1,2,1.94952
49,0,0,0,AND,1,0,6.6567
49,1,0,0,AND,1,1,3.37596
49,2,0,0,AND,1,2,7.54723
49,3,0,1,AND,1,0,2.14911
49,4,0,1,AND,1,1,1.22684
49,5,0,1,AND,1,2,9.53764
49,6,0,2,AND,1,0,4.00952
49,7,0,2,AND,1,1,0.611591
49,8,0,2,AND,1,2,0.160833
50,0,0,0,AND,1,0,6.6567
50,1,0,0,AND,1,1,3.37596
50,2,0,0,AND,1,2,7.54723
50,3,0,1,AND,1,0,2.14911
50,4,0,1,AND,1,1,1.22684
50,5,0,1,AND,1,2,8.77712
50,6,0,2,AND,1,0,1.61718
50,7,0,2,AND,1,1,1.21982
50,8,0,2,AND,1,2,4.13526
51,0,0,0,AND,1,0,6.6567
51,1,0,0,AND,1,1,3.37596
51,2,0,0,AND,1,2,7.54723
51,3,0,1,AND,1,0,2.14911
51,4,0,1,AND,1,1,1.22684
51,5,0,1,AND,1,2,9.53764
51,6,0,2,AND,1,0,4.00952
51,7,0,2,AND,1,1,1.72887
51,8,0,2,AND,1,2,1.89703
52,0,0,0,AND,1,0,6.6567
52,1,0,0,AND,1,1,3.37596
52,2,0,0,AND,1,2,7.54723
52,3,0,1,AND,1,0,2.14911
52,4,0,1,AND,1,1,1.22684
52,5,0,1,AND,1,2,9.53764
52,6,0,2,AND,1,0,4.00952
52,7,0,2,AND,1,1,0.877712
52,8,0,2,AND,1,2,9.11344
53,0,0,0,AND,1,0,6.6567
53,1,0,0,AND,1,1,3.37596
53,2,0,0,AND,1,2,7.54723
53,3,0,1,AND,1,0,2.14911
53,4,0,1,AND,1,1,1.22684
53,5,0,1,AND,1,2,9.53764
53,6,0,2,AND,1,0,2.49062
53,7,0,2,AND,1,1,0.877712
53,8,0,2,AND,1,2,1.50273
54,0,0,0,AND,1,0,6.6567
54,1,0,0,AND,1,1,3.37596
54,2,0,0,AND,1,2,7.54723
54,3,0,1,AND,1,0,6.22913
54,4,0,1,AND,1,1,0.953398
54,5,0,1,AND,1,2,4.56221
54,6,0,2,AND,1,0,4.00952
54,7,0,2,AND,1,1,1.72887
54,8,0,2,AND,1,2,0.681478
55,0,0,0,AND,1,0,6.6567
55,1,0,0,AND,1,1,3.37596
55,2,0,0,AND,1,2,7.54723
55,3,0,1,AND,1,0,6.22913
55,4,0,1,AND,1,1,0.953398
55,5,0,1,AND,1,2,9.53764
55,6,0,2,AND,1,0,4.00952
55,7,0,2,AND,1,1,0.877712
55,8,0,2,AND,1,2,3.33323
56,0,0,0,AND,1,0,6.6567
56,1,0,0,AND,1,1,3.37596
56,2,0,0,AND,1,2,7.54723
56,3,0,1,AND,1,0,6.22913
56,4,0,1,AND,1,1,0.953398
56,5,0,1,AND,1,2,0.399792
56,6,0,2,AND,1,0,3.26731
56,7,0,2,AND,1,1,1.72887
56,8,0,2,AND,1,2,2.53059
57,0,0,0,AND,1,0,6.6567
57,1,0,0,AND,1,1,3.37596
57,2,0,0,AND,1,2,7.54723
57,3,0,1,AND,1,0,6.22913
57,4,0,1,AND,1,1,0.953398
57,5,0,1,AND,1,2,0.399792
57,6,0,2,AND,1,0,3.26731
57,7,0,2,AND,1,1,1.30375
57,8,0,2,AND,1,2,0.981475
58,0,0,0,AND,1,0,6.6567
58,1,0,0,AND,1,1,3.37596
58,2,0,0,AND,1,2,7.54723
58,3,0,1,AND,1,0,6.22913
58,4,0,1,AND,1,1,0.953398
58,5,0,1,AND,1,2,4.56221
58,6,0,2,AND,1,0,2.61513
58,7,0,2,AND,1,1,1.30375
58,8,0,2,AND,1,2,0.218513
59,0,0,0,AND,1,0,6.6567
59,1,0,0,AND,1,1,3.37596
59,2,0,0,AND,1,2,7.54723
59,3,0,1,AND,1,0,6.22913
59,4,0,1,AND,1,1,0.953398
59,5,0,1,AND,1,2,4.56221
59,6,0,2,AND,1,0,2.61513
59,7,0,2,AND,1,1,1.21982
59,8,0,2,AND,1,2,8.51894
60,0,0,0,AND,1,0,6.6567
60,1,0,0,AND,1,1,3.37596
60,2,0,0,AND,1,2,7.54723
60,3,0,1,AND,1,0,6.22913
60,4,0,1,AND,1,1,0.953398
60,5,0,1,AND,1,2,4.56221
60,6,0,2,AND,1,0,2.61513
60,7,0,2,AND,1,1,1.21982
60,8,0,2,AND,1,2,4.88327
61,0,0,0,AND,1,0,6.6567
61,1,0,0,AND,1,1,3.37596
61,2,0,0,AND,1,2,7.54723
61,3,0,1,AND,1,0,6.22913
61,4,0,1,AND,1,1,0.953398
61,5,0,1,AND,1,2,4.56221
61,6,0,2,AND,1,0,2.61513
61,7,0,2,AND,1,1,0.877712
61,8,0,2,AND,1,2,8.00623
62,0,0,0,AND,1,0,6.6567
62,1,0,0,AND,1,1,3.37596
62,2,0,0,AND,1,2,7.54723
62,3,0,1,AND,1,0,6.22913
62,4,0,1,AND,1,1,0.953398
62,5,0,1,AND,1,2,4.56221
62,6,0,2,AND,1,0,2.61513
62,7,0,2,AND,1,1,0.877712
62,8,0,2,AND,1,2,9.00388
63,0,0,0,AND,1,0,6.6567
63,1,0,0,AND,1,1,3.37596
63,2,0,0,AND,1,2,7.54723
63,3,0,1,AND,1,0,2.14911
63,4,0,1,AND,1,1,0.953398
63,5,0,1,AND,1,2,8.77712
63,6,0,2,AND,1,0,4.00952
63,7,0,2,AND,1,1,1.72887
63,8,0,2,AND,1,2,6.08722
64,0,0,0,AND,1,0,6.6567
64,1,0,0,AND,1,1,3.37596
64,2,0,0,AND,1,2,7.54723
64,3,0,1,AND,1,0,2.14911
64,4,0,1,AND,1,1,1.22684
64,5,0,1,AND,1,2,4.56221
64,6,0,2,AND,1,0,3.26731
64,7,0,2,AND,1,1,1.30375
64,8,0,2,AND,1,2,9.52818
65,0,0,0,AND,1,0,6.6567
65,1,0,0,AND,1,1,3.37596
65,2,0,0,AND,1,2,7.54723
65,3,0,1,AND,1,0,6.22913
65,4,0,1,AND,1,1,0.953398
65,5,0,1,AND,1,2,4.56221
65,6,0,2,AND,1,0,2.61513
65,7,0,2,AND,1,1,1.72887
65,8,0,2,AND,1,2,7.47551
66,0,0,0,AND,1,0,6.6567
66,1,0,0,AND,1,1,3.37596
66,2,0,0,AND,1,2,7.54723
66,3,0,1,AND,1,0,2.14911
66,4,0,1,AND,1,1,0.953398
66,5,0,1,AND,1,2,4.56221
66,6,0,2,AND,1,0,2.61513
66,7,0,2,AND,1,1,1.72887
66,8,0,2,AND,1,2,8.67458
67,0,0,0,AND,1,0,6.6567
67,1,0,0,AND,1,1,3.37596
67,2,0,0,AND,1,2,7.54723
67,3,0,1,AND,1,0,6.22913
67,4,0,1,AND,1,1,0.953398
67,5,0,1,AND,1,2,4.56221
67,6,0,2,AND,1,0,3.26731
67,7,0,2,AND,1,1,1.72887
67,8,0,2,AND,1,2,8.14966
68,0,0,0,AND,1,0,6.6567
68,1,0,0,AND,1,1,3.37596
68,2,0,0,AND,1,2,7.54723
68,3,0,1,AND,1,0,6.22913
68,4,0,1,AND,1,1,0.953398
68,5,0,1,AND,1,2,4.56221
68,6,0,2,AND,1,0,3.26731
68,7,0,2,AND,1,1,1.72887
68,8,0,2,AND,1,2,7.72271
69,0,0,0,AND,1,0,6.6567
69,1,0,0,AND,1,1,3.37596
69,2,0,0,AND,1,2,7.54723
69,3,0,1,AND,1,0,2.14911
69,4,0,1,AND,1,1,0.953398
69,5,0,1,AND,1,2,9.53764
69,6,0,2,AND,1,0,8.446
69,7,0,2,AND,1,1,0.44557
69,8,0,2,AND,1,2,6.06677
70,0,0,0,AND,1,0,6.6567
70,1,0,0,AND,1,1,3.37596
70,2,0,0,AND,1,2,7.54723
70,3,0,1,AND,1,0,2.14911
70,4,0,1,AND,1,1,0.953398
70,5,0,1,AND,1,2,4.56221
70,6,0,2,AND,1,0,1.61718
70,7,0,2,AND,1,1,1.21982
70,8,0,2,AND,1,2,4.10352
71,0,0,0,AND,1,0,6.6567
71,1,0,0,AND,1,1,3.37596
71,2,0,0,AND,1,2,7.54723
71,3,0,1,AND,1,0,2.14911
71,4,0,1,AND,1,1,1.22684
71,5,0,1,AND,1,2,8.77712
71,6,0,2,AND,1,0,1.61718
71,7,0,2,AND,1,1,0.958586
71,8,0,2,AND,1,2,2.20893
72,0,0,0,AND,1,0,6.6567
72,1,0,0,AND,1,1,3.37596
72,2,0,0,AND,1,2,7.54723
72,3,0,1,AND,1,0,6.22913
72,4,0,1,AND,1,1,0.953398
72,5,0,1,AND,1,2,4.56221
72,6,0,2,AND,1,0,2.61513
72,7,0,2,AND,1,1,1.21982
72,8,0,2,AND,1,2,7.1044
73,0,0,0,AND,1,0,6.6567
73,1,0,0,AND,1,1,3.37596
73,2,0,0,AND,1,2,7.54723
73,3,0,1,AND,1,0,2.14911
73,4,0,1,AND,1,1,1.22684
73,5,0,1,AND,1,2,8.77712
73,6,0,2,AND,1,0,1.61718
73,7,0,2,AND,1,1,1.72887
73,8,0,2,AND,1,2,9.77508
74,0,0,0,AND,1,0,6.6567
74,1,0,0,AND,1,1,3.37596
74,2,0,0,AND,1,2,7.54723
74,3,0,1,AND,1,0,2.14911
74,4,0,1,AND,1,1,0.953398
74,5,0,1,AND,1,2,4.56221
74,6,0,2,AND,1,0,2.61513
74,7,0,2,AND,1,1,1.72887
74,8,0,2,AND,1,2,2.49825
75,0,0,0,AND,1,0,6.6567
75,1,0,0,AND,1,1,3.37596
75,2,0,0,AND,1,2,7.54723
75,3,0,1,AND,1,0,6.22913
75,4,0,1,AND,1,1,0.953398
75,5,0,1,AND,1,2,4.56221
75,6,0,2,AND,1,0,2.61513
75,7,0,2,AND,1,1,1.21982
75,8,0,2,AND,1,2,4.32478
76,0,0,0,AND,1,0,6.6567
76,1,0,0,AND,1,1,3.37596
76,2,0,0,AND,1,2,7.54723
76,3,0,1,AND,1,0,2.14911
76,4,0,1,AND,1,1,0.953398
76,5,0,1,AND,1,2,4.56221
76,6,0,2,AND,1,0,2.61513
76,7,0,2,AND,1,1,1.72887
76,8,0,2,AND,1,2,1.41362
77,0,0,0,AND,1,0,6.6567
77,1,0,0,AND,1,1,3.37596
