Controller,Rule,Input Variable 1,Input Set 1,Modifier,Input Variable 2,Input Set 2,Output Value
77,2,0,0,AND,1,2,7.54723
77,3,0,1,AND,1,0,2.14911
77,4,0,1,AND,1,1,1.22684
77,5,0,1,AND,1,2,9.53764
77,6,0,2,AND,1,0,2.49062
77,7,0,2,AND,1,1,0.877712
77,8,0,2,AND,1,2,2.70119
78,0,0,0,AND,1,0,6.6567
78,1,0,0,AND,1,1,3.37596
78,2,0,0,AND,1,2,7.54723
78,3,0,1,AND,1,0,2.14911
78,4,0,1,AND,1,1,1.22684
78,5,0,1,AND,1,2,4.56221
78,6,0,2,AND,1,0,1.61718
78,7,0,2,AND,1,1,1.21982
78,8,0,2,AND,1,2,3.75256
79,0,0,0,AND,1,0,6.6567
79,1,0,0,AND,1,1,3.37596
79,2,0,0,AND,1,2,7.54723
79,3,0,1,AND,1,0,2.14911
79,4,0,1,AND,1,1,1.22684
79,5,0,1,AND,1,2,9.53764
79,6,0,2,AND,1,0,4.00952
79,7,0,2,AND,1,1,1.21982
79,8,0,2,AND,1,2,3.5258
80,0,0,0,AND,1,0,6.6567
80,1,0,0,AND,1,1,3.37596
80,2,0,0,AND,1,2,7.54723
80,3,0,1,AND,1,0,2.14911
80,4,0,1,AND,1,1,1.22684
80,5,0,1,AND,1,2,9.53764
80,6,0,2,AND,1,0,4.00952
80,7,0,2,AND,1,1,0.877712
80,8,0,2,AND,1,2,1.47343
81,0,0,0,AND,1,0,6.6567
81,1,0,0,AND,1,1,3.37596
81,2,0,0,AND,1,2,7.54723
81,3,0,1,AND,1,0,2.14911
81,4,0,1,AND,1,1,1.22684
81,5,0,1,AND,1,2,9.53764
81,6,0,2,AND,1,0,2.49062
81,7,0,2,AND,1,1,0.958586
81,8,0,2,AND,1,2,7.09372
82,0,0,0,AND,1,0,6.6567
82,1,0,0,AND,1,1,3.37596
82,2,0,0,AND,1,2,7.54723
82,3,0,1,AND,1,0,2.14911
82,4,0,1,AND,1,1,1.22684
82,5,0,1,AND,1,2,0.399792
82,6,0,2,AND,1,0,3.26731
82,7,0,2,AND,1,1,1.72887
82,8,0,2,AND,1,2,2.04901
83,0,0,0,AND,1,0,6.6567
83,1,0,0,AND,1,1,3.37596
83,2,0,0,AND,1,2,7.54723
83,3,0,1,AND,1,0,2.14911
83,4,0,1,AND,1,1,0.953398
83,5,0,1,AND,1,2,4.56221
83,6,0,2,AND,1,0,2.61513
83,7,0,2,AND,1,1,1.72887
83,8,0,2,AND,1,2,7.4752
84,0,0,0,AND,1,0,6.6567
84,1,0,0,AND,1,1,3.37596
84,2,0,0,AND,1,2,7.54723
84,3,0,1,AND,1,0,2.14911
84,4,0,1,AND,1,1,1.22684
84,5,0,1,AND,1,2,9.53764
84,6,0,2,AND,1,0,3.26731
84,7,0,2,AND,1,1,1.30375
84,8,0,2,AND,1,2,7.41386
85,0,0,0,AND,1,0,6.6567
85,1,0,0,AND,1,1,3.37596
85,2,0,0,AND,1,2,7.54723
85,3,0,1,AND,1,0,6.22913
85,4,0,1,AND,1,1,0.953398
85,5,0,1,AND,1,2,4.56221
85,6,0,2,AND,1,0,2.61513
85,7,0,2,AND,1,1,0.611591
85,8,0,2,AND,1,2,4.63424
86,0,0,0,AND,1,0,6.6567
86,1,0,0,AND,1,1,3.37596
86,2,0,0,AND,1,2,7.54723
86,3,0,1,AND,1,0,2.14911
86,4,0,1,AND,1,1,1.22684
86,5,0,1,AND,1,2,9.53764
86,6,0,2,AND,1,0,1.61718
86,7,0,2,AND,1,1,1.72887
86,8,0,2,AND,1,2,8.71029
87,0,0,0,AND,1,0,6.6567
87,1,0,0,AND,1,1,3.37596
87,2,0,0,AND,1,2,7.54723
87,3,0,1,AND,1,0,2.14911
87,4,0,1,AND,1,1,4.58754
87,5,0,1,AND,1,2,0.399792
87,6,0,2,AND,1,0,3.26731
87,7,0,2,AND,1,1,0.44557
87,8,0,2,AND,1,2,9.38353
88,0,0,0,AND,1,0,6.6567
88,1,0,0,AND,1,1,3.37596
88,2,0,0,AND,1,2,7.54723
88,3,0,1,AND,1,0,1.94952
88,4,0,1,AND,1,1,4.58754
88,5,0,1,AND,1,2,0.399792
88,6,0,2,AND,1,0,2.61513
88,7,0,2,AND,1,1,1.21982
88,8,0,2,AND,1,2,2.14972
89,0,0,0,AND,1,0,6.6567
89,1,0,0,AND,1,1,3.37596
89,2,0,0,AND,1,2,7.54723
89,3,0,1,AND,1,0,6.22913
89,4,0,1,AND,1,1,1.22684
89,5,0,1,AND,1,2,9.53764
89,6,0,2,AND,1,0,4.00952
89,7,0,2,AND,1,1,1.21982
89,8,0,2,AND,1,2,8.97885
90,0,0,0,AND,1,0,6.6567
90,1,0,0,AND,1,1,3.37596
90,2,0,0,AND,1,2,7.54723
90,3,0,1,AND,1,0,2.14911
90,4,0,1,AND,1,1,1.22684
90,5,0,1,AND,1,2,9.53764
90,6,0,2,AND,1,0,4.00952
90,7,0,2,AND,1,1,1.21982
90,8,0,2,AND,1,2,6.29963
91,0,0,0,AND,1,0,6.6567
91,1,0,0,AND,1,1,3.37596
91,2,0,0,AND,1,2,7.54723
91,3,0,1,AND,1,0,2.14911
91,4,0,1,AND,1,1,1.22684
91,5,0,1,AND,1,2,9.53764
91,6,0,2,AND,1,0,4.00952
91,7,0,2,AND,1,1,1.21982
91,8,0,2,AND,1,2,6.1742
92,0,0,0,AND,1,0,6.6567
92,1,0,0,AND,1,1,3.37596
92,2,0,0,AND,1,2,7.54723
92,3,0,1,AND,1,0,2.14911
92,4,0,1,AND,1,1,1.22684
92,5,0,1,AND,1,2,4.56221
92,6,0,2,AND,1,0,4.00952
92,7,0,2,AND,1,1,0.611591
92,8,0,2,AND,1,2,6.10706
93,0,0,0,AND,1,0,6.6567
93,1,0,0,AND,1,1,3.37596
93,2,0,0,AND,1,2,7.54723
93,3,0,1,AND,1,0,6.22913
93,4,0,1,AND,1,1,0.953398
93,5,0,1,AND,1,2,4.56221
93,6,0,2,AND,1,0,4.00952
93,7,0,2,AND,1,1,1.21982
93,8,0,2,AND,1,2,9.54619
94,0,0,0,AND,1,0,6.6567
94,1,0,0,AND,1,1,3.37596
94,2,0,0,AND,1,2,7.54723
94,3,0,1,AND,1,0,6.22913
94,4,0,1,AND,1,1,0.953398
94,5,0,1,AND,1,2,4.56221
94,6,0,2,AND,1,0,3.26731
94,7,0,2,AND,1,1,1.72887
94,8,0,2,AND,1,2,3.97443
95,0,0,0,AND,1,0,6.6567
95,1,0,0,AND,1,1,3.37596
95,2,0,0,AND,1,2,7.54723
95,3,0,1,AND,1,0,6.22913
95,4,0,1,AND,1,1,1.22684
95,5,0,1,AND,1,2,9.53764
95,6,0,2,AND,1,0,4.00952
95,7,0,2,AND,1,1,0.44557
95,8,0,2,AND,1,2,7.89727
96,0,0,0,AND,1,0,6.6567
96,1,0,0,AND,1,1,3.37596
96,2,0,0,AND,1,2,7.54723
96,3,0,1,AND,1,0,6.22913
96,4,0,1,AND,1,1,1.22684
96,5,0,1,AND,1,2,9.53764
96,6,0,2,AND,1,0,4.00952
96,7,0,2,AND,1,1,0.44557
96,8,0,2,AND,1,2,3.19865
97,0,0,0,AND,1,0,6.6567
97,1,0,0,AND,1,1,3.37596
97,2,0,0,AND,1,2,7.54723
97,3,0,1,AND,1,0,2.14911
97,4,0,1,AND,1,1,1.22684
97,5,0,1,AND,1,2,9.53764
97,6,0,2,AND,1,0,2.49062
97,7,0,2,AND,1,1,0.877712
97,8,0,2,AND,1,2,6.55751
98,0,0,0,AND,1,0,6.6567
98,1,0,0,AND,1,1,3.37596
98,2,0,0,AND,1,2,7.54723
98,3,0,1,AND,1,0,2.14911
98,4,0,1,AND,1,1,1.22684
98,5,0,1,AND,1,2,9.53764
98,6,0,2,AND,1,0,4.00952
98,7,0,2,AND,1,1,0.611591
98,8,0,2,AND,1,2,4.08582
99,0,0,0,AND,1,0,6.6567
99,1,0,0,AND,1,1,3.37596
99,2,0,0,AND,1,2,7.54723
99,3,0,1,AND,1,0,2.14911
99,4,0,1,AND,1,1,1.22684
99,5,0,1,AND,1,2,9.53764
99,6,0,2,AND,1,0,4.00952
99,7,0,2,AND,1,1,1.72887
99,8,0,2,AND,1,2,8.39167
