Controller,Rule,Input Variable 1,Input Set 1,Modifier,Input Variable 2,Input Set 2,Output Value
531,3,0,1,AND,1,0,4.65041
531,4,0,1,AND,1,1,3.61034
531,5,0,1,AND,1,2,0.694601
531,6,0,2,AND,1,0,3.0549
531,7,0,2,AND,1,1,1.83477
531,8,0,2,AND,1,2,2.7958
532,0,0,0,AND,1,0,8.40175
532,1,0,0,AND,1,1,2.87301
532,2,0,0,AND,1,2,9.03867
532,3,0,1,AND,1,0,6.60634
532,4,0,1,AND,1,1,3.4315
532,5,0,1,AND,1,2,2.6719
532,6,0,2,AND,1,0,9.1757
532,7,0,2,AND,1,1,1.15879
532,8,0,2,AND,1,2,0.929594
533,0,0,0,AND,1,0,1.67852
533,1,0,0,AND,1,1,4.77554
533,2,0,0,AND,1,2,6.16352
533,3,0,1,AND,1,0,5.64226
533,4,0,1,AND,1,1,2.01788
533,5,0,1,AND,1,2,3.30607
533,6,0,2,AND,1,0,0.378124
533,7,0,2,AND,1,1,0.0689718
533,8,0,2,AND,1,2,4.94583
534,0,0,0,AND,1,0,8.40175
534,1,0,0,AND,1,1,2.87301
534,2,0,0,AND,1,2,9.03867
534,3,0,1,AND,1,0,6.50533
534,4,0,1,AND,1,1,2.53609
534,5,0,1,AND,1,2,0.694601
534,6,0,2,AND,1,0,3.0549
534,7,0,2,AND,1,1,1.77221
534,8,0,2,AND,1,2,9.90539
535,0,0,0,AND,1,0,8.40175
535,1,0,0,AND,1,1,2.87301
535,2,0,0,AND,1,2,9.03867
535,3,0,1,AND,1,0,6.60634
535,4,0,1,AND,1,1,3.29478
535,5,0,1,AND,1,2,1.6126
535,6,0,2,AND,1,0,5.27421
535,7,0,2,AND,1,1,1.28971
535,8,0,2,AND,1,2,4.19446
536,0,0,0,AND,1,0,8.40175
536,1,0,0,AND,1,1,2.87301
536,2,0,0,AND,1,2,9.03867
536,3,0,1,AND,1,0,1.90283
536,4,0,1,AND,1,1,0.612812
536,5,0,1,AND,1,2,2.80801
536,6,0,2,AND,1,0,7.28019
536,7,0,2,AND,1,1,0.859706
536,8,0,2,AND,1,2,7.56768
537,0,0,0,AND,1,0,8.40175
537,1,0,0,AND,1,1,2.87301
537,2,0,0,AND,1,2,8.61354
537,3,0,1,AND,1,0,9.60753
537,4,0,1,AND,1,1,2.42409
537,5,0,1,AND,1,2,3.20505
537,6,0,2,AND,1,0,7.28019
537,7,0,2,AND,1,1,0.859706
537,8,0,2,AND,1,2,3.6314
538,0,0,0,AND,1,0,6.14002
538,1,0,0,AND,1,1,1.91137
538,2,0,0,AND,1,2,8.0398
538,3,0,1,AND,1,0,6.50533
538,4,0,1,AND,1,1,2.53609
538,5,0,1,AND,1,2,1.42308
538,6,0,2,AND,1,0,0.432752
538,7,0,2,AND,1,1,1.00314
538,8,0,2,AND,1,2,5.12284
539,0,0,0,AND,1,0,8.40175
539,1,0,0,AND,1,1,2.87301
539,2,0,0,AND,1,2,9.03867
539,3,0,1,AND,1,0,6.60634
539,4,0,1,AND,1,1,2.52876
539,5,0,1,AND,1,2,0.534074
539,6,0,2,AND,1,0,1.62603
539,7,0,2,AND,1,1,0.224311
539,8,0,2,AND,1,2,2.53975
540,0,0,0,AND,1,0,1.70385
540,1,0,0,AND,1,1,0.678732
540,2,0,0,AND,1,2,9.1232
540,3,0,1,AND,1,0,9.50804
540,4,0,1,AND,1,1,0.612812
540,5,0,1,AND,1,2,2.80801
540,6,0,2,AND,1,0,4.10779
540,7,0,2,AND,1,1,1.29521
540,8,0,2,AND,1,2,2.1717
541,0,0,0,AND,1,0,0.783105
541,1,0,0,AND,1,1,2.81503
541,2,0,0,AND,1,2,8.0398
541,3,0,1,AND,1,0,4.65041
541,4,0,1,AND,1,1,1.35807
541,5,0,1,AND,1,2,3.53435
541,6,0,2,AND,1,0,1.62297
541,7,0,2,AND,1,1,0.792566
541,8,0,2,AND,1,2,9.59441
542,0,0,0,AND,1,0,8.40175
542,1,0,0,AND,1,1,2.87301
542,2,0,0,AND,1,2,9.03867
542,3,0,1,AND,1,0,7.9873
542,4,0,1,AND,1,1,0.892361
542,5,0,1,AND,1,2,2.07434
542,6,0,2,AND,1,0,7.75231
542,7,0,2,AND,1,1,0.68453
542,8,0,2,AND,1,2,0.501419
543,0,0,0,AND,1,0,8.40175
543,1,0,0,AND,1,1,2.87301
543,2,0,0,AND,1,2,9.03867
543,3,0,1,AND,1,0,4.65041
543,4,0,1,AND,1,1,1.35807
543,5,0,1,AND,1,2,3.53435
543,6,0,2,AND,1,0,1.4771
543,7,0,2,AND,1,1,0.191351
543,8,0,2,AND,1,2,3.57158
544,0,0,0,AND,1,0,6.14002
544,1,0,0,AND,1,1,1.91137
544,2,0,0,AND,1,2,8.0398
544,3,0,1,AND,1,0,6.50533
544,4,0,1,AND,1,1,2.53609
544,5,0,1,AND,1,2,1.42308
544,6,0,2,AND,1,0,6.56667
544,7,0,2,AND,1,1,1.43223
544,8,0,2,AND,1,2,1.17649
545,0,0,0,AND,1,0,6.14002
545,1,0,0,AND,1,1,1.91137
545,2,0,0,AND,1,2,8.0398
545,3,0,1,AND,1,0,6.50533
545,4,0,1,AND,1,1,2.53609
545,5,0,1,AND,1,2,1.42308
545,6,0,2,AND,1,0,1.25462
545,7,0,2,AND,1,1,1.13254
545,8,0,2,AND,1,2,4.39985
546,0,0,0,AND,1,0,8.40175
546,1,0,0,AND,1,1,2.87301
546,2,0,0,AND,1,2,9.03867
546,3,0,1,AND,1,0,6.60634
546,4,0,1,AND,1,1,3.4315
546,5,0,1,AND,1,2,2.6719
546,6,0,2,AND,1,0,5.27421
546,7,0,2,AND,1,1,1.28971
546,8,0,2,AND,1,2,0.241096
547,0,0,0,AND,1,0,8.40175
547,1,0,0,AND,1,1,2.87301
547,2,0,0,AND,1,2,9.03867
547,3,0,1,AND,1,0,6.41224
547,4,0,1,AND,1,1,1.20731
547,5,0,1,AND,1,2,0.534074
547,6,0,2,AND,1,0,3.03201
547,7,0,2,AND,1,1,1.70751
547,8,0,2,AND,1,2,2.34718
548,0,0,0,AND,1,0,8.40175
548,1,0,0,AND,1,1,2.87301
548,2,0,0,AND,1,2,9.03867
548,3,0,1,AND,1,0,6.60634
548,4,0,1,AND,1,1,2.52876
548,5,0,1,AND,1,2,1.42308
548,6,0,2,AND,1,0,0.432752
548,7,0,2,AND,1,1,0.589923
548,8,0,2,AND,1,2,3.35185
549,0,0,0,AND,1,0,6.14002
549,1,0,0,AND,1,1,1.91137
549,2,0,0,AND,1,2,8.0398
549,3,0,1,AND,1,0,6.50533
549,4,0,1,AND,1,1,2.53609
549,5,0,1,AND,1,2,1.42308
549,6,0,2,AND,1,0,2.99631
549,7,0,2,AND,1,1,1.61809
549,8,0,2,AND,1,2,8.17011
550,0,0,0,AND,1,0,8.40175
550,1,0,0,AND,1,1,2.87301
550,2,0,0,AND,1,2,9.03867
550,3,0,1,AND,1,0,9.19217
550,4,0,1,AND,1,1,3.61034
550,5,0,1,AND,1,2,0.694601
550,6,0,2,AND,1,0,3.0549
550,7,0,2,AND,1,1,1.77221
550,8,0,2,AND,1,2,4.64492
551,0,0,0,AND,1,0,4.73281
551,1,0,0,AND,1,1,2.63253
551,2,0,0,AND,1,2,9.03867
551,3,0,1,AND,1,0,6.60634
551,4,0,1,AND,1,1,0.833766
551,5,0,1,AND,1,2,3.02896
551,6,0,2,AND,1,0,9.01303
551,7,0,2,AND,1,1,1.14017
551,8,0,2,AND,1,2,2.0307
552,0,0,0,AND,1,0,6.14002
552,1,0,0,AND,1,1,1.91137
552,2,0,0,AND,1,2,8.0398
552,3,0,1,AND,1,0,6.50533
552,4,0,1,AND,1,1,2.53609
552,5,0,1,AND,1,2,2.6719
552,6,0,2,AND,1,0,8.81191
552,7,0,2,AND,1,1,0.749229
552,8,0,2,AND,1,2,0.154729
553,0,0,0,AND,1,0,3.26182
553,1,0,0,AND,1,1,4.46425
553,2,0,0,AND,1,2,8.36146
553,3,0,1,AND,1,0,4.91531
553,4,0,1,AND,1,1,1.33244
553,5,0,1,AND,1,2,2.8724
553,6,0,2,AND,1,0,3.03201
553,7,0,2,AND,1,1,1.20914
553,8,0,2,AND,1,2,3.99609
554,0,0,0,AND,1,0,8.40175
554,1,0,0,AND,1,1,2.87301
554,2,0,0,AND,1,2,8.0398
554,3,0,1,AND,1,0,6.50533
554,4,0,1,AND,1,1,2.53609
554,5,0,1,AND,1,2,3.53435
554,6,0,2,AND,1,0,1.19999
554,7,0,2,AND,1,1,1.02329
554,8,0,2,AND,1,2,1.09775
555,0,0,0,AND,1,0,6.14002
555,1,0,0,AND,1,1,1.91137
555,2,0,0,AND,1,2,8.0398
555,3,0,1,AND,1,0,6.50533
555,4,0,1,AND,1,1,2.53609
555,5,0,1,AND,1,2,1.42308
555,6,0,2,AND,1,0,7.52464
555,7,0,2,AND,1,1,0.931425
555,8,0,2,AND,1,2,3.932
556,0,0,0,AND,1,0,6.14002
556,1,0,0,AND,1,1,1.91137
556,2,0,0,AND,1,2,8.0398
556,3,0,1,AND,1,0,6.50533
556,4,0,1,AND,1,1,2.53609
556,5,0,1,AND,1,2,1.42308
556,6,0,2,AND,1,0,0.432752
556,7,0,2,AND,1,1,1.54118
556,8,0,2,AND,1,2,7.32994
557,0,0,0,AND,1,0,8.40175
557,1,0,0,AND,1,1,2.87301
557,2,0,0,AND,1,2,9.03867
557,3,0,1,AND,1,0,6.60634
557,4,0,1,AND,1,1,1.35807
557,5,0,1,AND,1,2,3.53435
557,6,0,2,AND,1,0,1.62297
557,7,0,2,AND,1,1,1.26011
557,8,0,2,AND,1,2,3.60332
558,0,0,0,AND,1,0,6.14002
558,1,0,0,AND,1,1,1.91137
558,2,0,0,AND,1,2,8.0398
558,3,0,1,AND,1,0,6.50533
558,4,0,1,AND,1,1,2.53609
558,5,0,1,AND,1,2,1.42308
558,6,0,2,AND,1,0,0.432752
558,7,0,2,AND,1,1,1.26011
558,8,0,2,AND,1,2,6.29261
559,0,0,0,AND,1,0,6.14002
559,1,0,0,AND,1,1,1.91137
559,2,0,0,AND,1,2,8.0398
559,3,0,1,AND,1,0,6.50533
559,4,0,1,AND,1,1,2.53609
559,5,0,1,AND,1,2,1.42308
559,6,0,2,AND,1,0,7.98425
559,7,0,2,AND,1,1,0.280465
559,8,0,2,AND,1,2,8.79574
560,0,0,0,AND,1,0,8.40175
560,1,0,0,AND,1,1,2.87301
560,2,0,0,AND,1,2,9.03867
560,3,0,1,AND,1,0,6.50533
560,4,0,1,AND,1,1,2.53609
560,5,0,1,AND,1,2,1.42308
560,6,0,2,AND,1,0,6.20411
560,7,0,2,AND,1,1,1.36357
560,8,0,2,AND,1,2,7.76208
561,0,0,0,AND,1,0,8.40175
561,1,0,0,AND,1,1,2.87301
561,2,0,0,AND,1,2,9.03867
561,3,0,1,AND,1,0,6.50533
561,4,0,1,AND,1,1,2.53609
561,5,0,1,AND,1,2,1.42308
561,6,0,2,AND,1,0,1.23386
561,7,0,2,AND,1,1,1.67852
561,8,0,2,AND,1,2,4.26588
562,0,0,0,AND,1,0,6.14002
562,1,0,0,AND,1,1,1.91137
562,2,0,0,AND,1,2,8.0398
562,3,0,1,AND,1,0,6.50533
562,4,0,1,AND,1,1,2.53609
562,5,0,1,AND,1,2,1.42308
562,6,0,2,AND,1,0,7.98425
562,7,0,2,AND,1,1,0.280465
562,8,0,2,AND,1,2,9.70702
563,0,0,0,AND,1,0,8.40175
563,1,0,0,AND,1,1,2.87301
563,2,0,0,AND,1,2,9.03867
563,3,0,1,AND,1,0,9.50804
563,4,0,1,AND,1,1,0.612812
563,5,0,1,AND,1,2,2.80801
563,6,0,2,AND,1,0,5.27421
563,7,0,2,AND,1,1,1.28971
563,8,0,2,AND,1,2,9.3405
564,0,0,0,AND,1,0,6.14002
564,1,0,0,AND,1,1,1.91137
564,2,0,0,AND,1,2,8.0398
564,3,0,1,AND,1,0,6.50533
564,4,0,1,AND,1,1,2.53609
564,5,0,1,AND,1,2,1.42308
564,6,0,2,AND,1,0,6.55934
564,7,0,2,AND,1,1,1.34617
564,8,0,2,AND,1,2,5.57756
565,0,0,0,AND,1,0,6.14002
565,1,0,0,AND,1,1,1.91137
565,2,0,0,AND,1,2,8.0398
565,3,0,1,AND,1,0,6.50533
565,4,0,1,AND,1,1,2.53609
565,5,0,1,AND,1,2,1.42308
565,6,0,2,AND,1,0,0.432752
565,7,0,2,AND,1,1,1.00314
565,8,0,2,AND,1,2,6.9689
566,0,0,0,AND,1,0,8.40175
566,1,0,0,AND,1,1,2.87301
566,2,0,0,AND,1,2,9.03867
566,3,0,1,AND,1,0,9.19217
566,4,0,1,AND,1,1,2.53609
566,5,0,1,AND,1,2,1.42308
566,6,0,2,AND,1,0,7.98425
566,7,0,2,AND,1,1,1.61687
566,8,0,2,AND,1,2,8.32881
567,0,0,0,AND,1,0,8.40175
567,1,0,0,AND,1,1,2.87301
567,2,0,0,AND,1,2,9.03867
567,3,0,1,AND,1,0,6.60634
567,4,0,1,AND,1,1,3.4315
567,5,0,1,AND,1,2,2.6719
567,6,0,2,AND,1,0,9.1757
567,7,0,2,AND,1,1,0.191351
567,8,0,2,AND,1,2,4.04736
568,0,0,0,AND,1,0,8.40175
568,1,0,0,AND,1,1,2.87301
568,2,0,0,AND,1,2,9.03867
568,3,0,1,AND,1,0,6.60634
568,4,0,1,AND,1,1,1.35807
568,5,0,1,AND,1,2,2.6719
568,6,0,2,AND,1,0,4.13373
568,7,0,2,AND,1,1,1.09439
568,8,0,2,AND,1,2,1.49602
569,0,0,0,AND,1,0,8.40175
569,1,0,0,AND,1,1,2.87301
569,2,0,0,AND,1,2,9.1232
569,3,0,1,AND,1,0,6.41224
569,4,0,1,AND,1,1,1.20731
569,5,0,1,AND,1,2,0.534074
569,6,0,2,AND,1,0,1.62603
569,7,0,2,AND,1,1,0.224311
569,8,0,2,AND,1,2,5.82476
570,0,0,0,AND,1,0,8.40175
570,1,0,0,AND,1,1,2.87301
570,2,0,0,AND,1,2,9.03867
570,3,0,1,AND,1,0,5.92456
570,4,0,1,AND,1,1,1.06571
570,5,0,1,AND,1,2,2.13813
570,6,0,2,AND,1,0,0.378124
570,7,0,2,AND,1,1,0.0689718
570,8,0,2,AND,1,2,2.63375
571,0,0,0,AND,1,0,6.14002
571,1,0,0,AND,1,1,1.91137
571,2,0,0,AND,1,2,8.0398
571,3,0,1,AND,1,0,6.50533
571,4,0,1,AND,1,1,2.53609
571,5,0,1,AND,1,2,1.42308
571,6,0,2,AND,1,0,6.03504
571,7,0,2,AND,1,1,1.26011
571,8,0,2,AND,1,2,2.20038
572,0,0,0,AND,1,0,6.14002
572,1,0,0,AND,1,1,1.91137
572,2,0,0,AND,1,2,8.0398
572,3,0,1,AND,1,0,6.50533
572,4,0,1,AND,1,1,2.53609
572,5,0,1,AND,1,2,1.42308
572,6,0,2,AND,1,0,9.05362
572,7,0,2,AND,1,1,0.280465
572,8,0,2,AND,1,2,9.43114
573,0,0,0,AND,1,0,6.14002
573,1,0,0,AND,1,1,1.91137
573,2,0,0,AND,1,2,8.0398
573,3,0,1,AND,1,0,6.50533
573,4,0,1,AND,1,1,2.53609
573,5,0,1,AND,1,2,1.42308
573,6,0,2,AND,1,0,1.35136
573,7,0,2,AND,1,1,0.711386
573,8,0,2,AND,1,2,8.73531
574,0,0,0,AND,1,0,2.57118
574,1,0,0,AND,1,1,7.50786
574,2,0,0,AND,1,2,5.48967
574,3,0,1,AND,1,0,4.34797
574,4,0,1,AND,1,1,2.61452
574,5,0,1,AND,1,2,2.05206
574,6,0,2,AND,1,0,5.81744
574,7,0,2,AND,1,1,0.442518
574,8,0,2,AND,1,2,3.81237
575,0,0,0,AND,1,0,6.14002
575,1,0,0,AND,1,1,1.91137
575,2,0,0,AND,1,2,8.0398
575,3,0,1,AND,1,0,6.50533
575,4,0,1,AND,1,1,2.53609
575,5,0,1,AND,1,2,1.42308
575,6,0,2,AND,1,0,0.432752
575,7,0,2,AND,1,1,1.26011
575,8,0,2,AND,1,2,0.173956
576,0,0,0,AND,1,0,6.14002
576,1,0,0,AND,1,1,1.91137
576,2,0,0,AND,1,2,8.0398
576,3,0,1,AND,1,0,6.50533
576,4,0,1,AND,1,1,2.53609
576,5,0,1,AND,1,2,1.42308
576,6,0,2,AND,1,0,7.98425
576,7,0,2,AND,1,1,0.280465
576,8,0,2,AND,1,2,4.34309
577,0,0,0,AND,1,0,6.14002
577,1,0,0,AND,1,1,1.91137
577,2,0,0,AND,1,2,8.0398
577,3,0,1,AND,1,0,6.50533
577,4,0,1,AND,1,1,2.53609
577,5,0,1,AND,1,2,1.42308
577,6,0,2,AND,1,0,7.98425
577,7,0,2,AND,1,1,0.280465
577,8,0,2,AND,1,2,9.30754
578,0,0,0,AND,1,0,8.40175
578,1,0,0,AND,1,1,2.87301
578,2,0,0,AND,1,2,9.03867
578,3,0,1,AND,1,0,6.60634
578,4,0,1,AND,1,1,2.52876
578,5,0,1,AND,1,2,1.42308
578,6,0,2,AND,1,0,0.432752
578,7,0,2,AND,1,1,1.27873
578,8,0,2,AND,1,2,2.24464
579,0,0,0,AND,1,0,6.14002
579,1,0,0,AND,1,1,1.91137
579,2,0,0,AND,1,2,8.0398
579,3,0,1,AND,1,0,6.50533
579,4,0,1,AND,1,1,2.53609
579,5,0,1,AND,1,2,1.42308
579,6,0,2,AND,1,0,0.432752
579,7,0,2,AND,1,1,1.00314
579,8,0,2,AND,1,2,8.97305
580,0,0,0,AND,1,0,8.40175
580,1,0,0,AND,1,1,2.87301
580,2,0,0,AND,1,2,9.03867
580,3,0,1,AND,1,0,6.60634
580,4,0,1,AND,1,1,1.35807
580,5,0,1,AND,1,2,2.6719
580,6,0,2,AND,1,0,5.08805
580,7,0,2,AND,1,1,1.66265
580,8,0,2,AND,1,2,1.33915
581,0,0,0,AND,1,0,1.09409
581,1,0,0,AND,1,1,5.54277
581,2,0,0,AND,1,2,7.82739
581,3,0,1,AND,1,0,8.01538
581,4,0,1,AND,1,1,1.07456
581,5,0,1,AND,1,2,3.47789
581,6,0,2,AND,1,0,1.75695
581,7,0,2,AND,1,1,1.79144
581,8,0,2,AND,1,2,0.0161748
582,0,0,0,AND,1,0,6.14002
582,1,0,0,AND,1,1,1.91137
582,2,0,0,AND,1,2,8.0398
582,3,0,1,AND,1,0,6.50533
582,4,0,1,AND,1,1,2.53609
582,5,0,1,AND,1,2,1.42308
582,6,0,2,AND,1,0,0.432752
582,7,0,2,AND,1,1,1.00314
582,8,0,2,AND,1,2,7.22892
583,0,0,0,AND,1,0,6.14002
583,1,0,0,AND,1,1,1.91137
583,2,0,0,AND,1,2,8.0398
583,3,0,1,AND,1,0,6.50533
583,4,0,1,AND,1,1,2.53609
583,5,0,1,AND,1,2,1.42308
583,6,0,2,AND,1,0,0.432752
583,7,0,2,AND,1,1,1.00314
583,8,0,2,AND,1,2,3.02072
584,0,0,0,AND,1,0,8.40175
584,1,0,0,AND,1,1,2.87301
584,2,0,0,AND,1,2,9.03867
584,3,0,1,AND,1,0,6.60634
584,4,0,1,AND,1,1,1.06571
584,5,0,1,AND,1,2,1.45238
584,6,0,2,AND,1,0,0.984222
584,7,0,2,AND,1,1,1.36357
584,8,0,2,AND,1,2,6.02741
585,0,0,0,AND,1,0,6.14002
585,1,0,0,AND,1,1,1.91137
585,2,0,0,AND,1,2,8.0398
585,3,0,1,AND,1,0,6.50533
585,4,0,1,AND,1,1,2.53609
585,5,0,1,AND,1,2,1.42308
585,6,0,2,AND,1,0,0.432752
585,7,0,2,AND,1,1,1.54118
585,8,0,2,AND,1,2,6.61916
586,0,0,0,AND,1,0,8.40175
586,1,0,0,AND,1,1,2.87301
586,2,0,0,AND,1,2,9.03867
586,3,0,1,AND,1,0,6.50533
586,4,0,1,AND,1,1,2.53609
586,5,0,1,AND,1,2,1.42308
586,6,0,2,AND,1,0,0.182195
586,7,0,2,AND,1,1,0.134587
586,8,0,2,AND,1,2,7.95648
587,0,0,0,AND,1,0,0.783105
587,1,0,0,AND,1,1,2.81503
587,2,0,0,AND,1,2,7.1572
587,3,0,1,AND,1,0,4.30769
587,4,0,1,AND,1,1,3.4315
587,5,0,1,AND,1,2,2.6719
587,6,0,2,AND,1,0,8.62697
587,7,0,2,AND,1,1,0.0265511
587,8,0,2,AND,1,2,0.199591
588,0,0,0,AND,1,0,8.40175
588,1,0,0,AND,1,1,2.87301
588,2,0,0,AND,1,2,9.03867
588,3,0,1,AND,1,0,6.60634
588,4,0,1,AND,1,1,2.52876
588,5,0,1,AND,1,2,3.6433
588,6,0,2,AND,1,0,6.21723
588,7,0,2,AND,1,1,0.294504
588,8,0,2,AND,1,2,6.11469
589,0,0,0,AND,1,0,0.128483
589,1,0,0,AND,1,1,3.19559
589,2,0,0,AND,1,2,8.70693
589,3,0,1,AND,1,0,8.27326
589,4,0,1,AND,1,1,3.46568
589,5,0,1,AND,1,2,3.53435
589,6,0,2,AND,1,0,1.62297
589,7,0,2,AND,1,1,1.44108
589,8,0,2,AND,1,2,3.82
590,0,0,0,AND,1,0,4.73281
590,1,0,0,AND,1,1,2.63253
590,2,0,0,AND,1,2,7.86432
590,3,0,1,AND,1,0,8.75423
590,4,0,1,AND,1,1,0.407422
590,5,0,1,AND,1,2,2.8254
590,6,0,2,AND,1,0,9.95148
590,7,0,2,AND,1,1,0.653706
590,8,0,2,AND,1,2,5.73901
591,0,0,0,AND,1,0,6.14002
591,1,0,0,AND,1,1,1.91137
591,2,0,0,AND,1,2,8.0398
591,3,0,1,AND,1,0,6.50533
591,4,0,1,AND,1,1,2.53609
591,5,0,1,AND,1,2,1.42308
591,6,0,2,AND,1,0,2.09601
591,7,0,2,AND,1,1,1.25248
591,8,0,2,AND,1,2,3.13913
592,0,0,0,AND,1,0,8.40175
592,1,0,0,AND,1,1,2.87301
592,2,0,0,AND,1,2,9.03867
592,3,0,1,AND,1,0,6.60634
592,4,0,1,AND,1,1,2.37495
592,5,0,1,AND,1,2,2.27577
592,6,0,2,AND,1,0,4.17249
592,7,0,2,AND,1,1,0.846889
592,8,0,2,AND,1,2,4.26191
593,0,0,0,AND,1,0,3.26182
593,1,0,0,AND,1,1,4.46425
593,2,0,0,AND,1,2,8.36146
593,3,0,1,AND,1,0,4.91531
593,4,0,1,AND,1,1,1.33244
593,5,0,1,AND,1,2,2.8724
593,6,0,2,AND,1,0,3.03201
593,7,0,2,AND,1,1,1.20914
593,8,0,2,AND,1,2,2.1836
594,0,0,0,AND,1,0,3.63689
594,1,0,0,AND,1,1,3.05185
594,2,0,0,AND,1,2,8.55312
594,3,0,1,AND,1,0,7.54662
594,4,0,1,AND,1,1,0.59328
594,5,0,1,AND,1,2,1.63854
594,6,0,2,AND,1,0,7.44896
594,7,0,2,AND,1,1,1.46764
594,8,0,2,AND,1,2,7.48619
595,0,0,0,AND,1,0,6.14002
595,1,0,0,AND,1,1,1.91137
595,2,0,0,AND,1,2,8.0398
595,3,0,1,AND,1,0,6.50533
595,4,0,1,AND,1,1,2.53609
595,5,0,1,AND,1,2,1.42308
595,6,0,2,AND,1,0,6.03504
595,7,0,2,AND,1,1,0.859706
595,8,0,2,AND,1,2,1.75512
596,0,0,0,AND,1,0,6.14002
596,1,0,0,AND,1,1,1.91137
596,2,0,0,AND,1,2,8.0398
596,3,0,1,AND,1,0,6.50533
596,4,0,1,AND,1,1,2.53609
596,5,0,1,AND,1,2,1.42308
596,6,0,2,AND,1,0,0.432752
596,7,0,2,AND,1,1,1.00314
596,8,0,2,AND,1,2,2.18268
597,0,0,0,AND,1,0,0.128483
597,1,0,0,AND,1,1,3.19559
597,2,0,0,AND,1,2,8.70693
597,3,0,1,AND,1,0,8.27326
597,4,0,1,AND,1,1,3.15165
597,5,0,1,AND,1,2,1.89612
597,6,0,2,AND,1,0,6.61489
597,7,0,2,AND,1,1,1.0535
597,8,0,2,AND,1,2,6.29933
598,0,0,0,AND,1,0,6.14002
598,1,0,0,AND,1,1,1.91137
598,2,0,0,AND,1,2,8.0398
598,3,0,1,AND,1,0,6.50533
598,4,0,1,AND,1,1,2.53609
598,5,0,1,AND,1,2,1.42308
598,6,0,2,AND,1,0,0.432752
598,7,0,2,AND,1,1,0.280465
598,8,0,2,AND,1,2,0.429395
599,0,0,0,AND,1,0,7.57134
599,1,0,0,AND,1,1,2.91604
599,2,0,0,AND,1,2,8.28364
599,3,0,1,AND,1,0,0.434278
599,4,0,1,AND,1,1,0.646687
599,5,0,1,AND,1,2,0.292367
599,6,0,2,AND,1,0,3.71654
599,7,0,2,AND,1,1,0.501114
599,8,0,2,AND,1,2,7.03909
600,0,0,0,AND,1,0,2.57118
600,1,0,0,AND,1,1,7.50786
600,2,0,0,AND,1,2,5.48967
600,3,0,1,AND,1,0,4.34797
600,4,0,1,AND,1,1,2.61452
600,5,0,1,AND,1,2,2.05206
600,6,0,2,AND,1,0,5.81744
600,7,0,2,AND,1,1,0.442518
600,8,0,2,AND,1,2,5.9975
601,0,0,0,AND,1,0,8.40175
601,1,0,0,AND,1,1,2.87301
601,2,0,0,AND,1,2,9.03867
601,3,0,1,AND,1,0,9.50804
601,4,0,1,AND,1,1,0.612812
601,5,0,1,AND,1,2,2.80801
601,6,0,2,AND,1,0,3.0549
601,7,0,2,AND,1,1,1.83477
601,8,0,2,AND,1,2,4.19477
602,0,0,0,AND,1,0,1.70385
602,1,0,0,AND,1,1,0.678732
602,2,0,0,AND,1,2,9.1232
602,3,0,1,AND,1,0,9.50804
602,4,0,1,AND,1,1,0.612812
602,5,0,1,AND,1,2,3.53435
602,6,0,2,AND,1,0,5.95996
602,7,0,2,AND,1,1,0.345775
602,8,0,2,AND,1,2,8.10236
603,0,0,0,AND,1,0,6.14002
603,1,0,0,AND,1,1,1.91137
603,2,0,0,AND,1,2,8.0398
603,3,0,1,AND,1,0,6.50533
603,4,0,1,AND,1,1,2.53609
603,5,0,1,AND,1,2,1.42308
603,6,0,2,AND,1,0,0.432752
603,7,0,2,AND,1,1,0.353099
603,8,0,2,AND,1,2,6.09607
604,0,0,0,AND,1,0,6.14002
604,1,0,0,AND,1,1,1.91137
604,2,0,0,AND,1,2,8.0398
604,3,0,1,AND,1,0,6.50533
604,4,0,1,AND,1,1,2.53609
604,5,0,1,AND,1,2,3.3607
604,6,0,2,AND,1,0,4.35835
604,7,0,2,AND,1,1,0.0723289
604,8,0,2,AND,1,2,2.83242
605,0,0,0,AND,1,0,6.14002
605,1,0,0,AND,1,1,1.91137
605,2,0,0,AND,1,2,8.0398
605,3,0,1,AND,1,0,6.50533
605,4,0,1,AND,1,1,2.53609
605,5,0,1,AND,1,2,1.42308
605,6,0,2,AND,1,0,0.432752
605,7,0,2,AND,1,1,1.29521
605,8,0,2,AND,1,2,8.00104
606,0,0,0,AND,1,0,6.14002
606,1,0,0,AND,1,1,1.91137
606,2,0,0,AND,1,2,8.0398
606,3,0,1,AND,1,0,6.50533
606,4,0,1,AND,1,1,2.53609
606,5,0,1,AND,1,2,1.42308
606,6,0,2,AND,1,0,0.432752
606,7,0,2,AND,1,1,1.00314
606,8,0,2,AND,1,2,7.5634
607,0,0,0,AND,1,0,8.40175
607,1,0,0,AND,1,1,2.87301
607,2,0,0,AND,1,2,9.03867
607,3,0,1,AND,1,0,9.50804
607,4,0,1,AND,1,1,0.612812
607,5,0,1,AND,1,2,2.80801
607,6,0,2,AND,1,0,4.10779
607,7,0,2,AND,1,1,1.29521
607,8,0,2,AND,1,2,8.43593
608,0,0,0,AND,1,0,8.40175
608,1,0,0,AND,1,1,2.87301
608,2,0,0,AND,1,2,9.03867
608,3,0,1,AND,1,0,9.19217
608,4,0,1,AND,1,1,3.61034
608,5,0,1,AND,1,2,1.42308
608,6,0,2,AND,1,0,4.00372
