Controller,Rule,Input Variable 1,Input Set 1,Modifier,Input Variable 2,Input Set 2,Output Value
77,2,0,0,AND,1,2,8.15668
77,3,0,1,AND,1,0,9.953
77,4,0,1,AND,1,1,3.72692
77,5,0,1,AND,1,2,0.0146489
77,6,0,2,AND,1,0,9.28953
77,7,0,2,AND,1,1,0.268258
77,8,0,2,AND,1,2,2.29255
78,0,0,0,AND,1,0,3.82397
78,1,0,0,AND,1,1,2.85073
78,2,0,0,AND,1,2,8.15668
78,3,0,1,AND,1,0,9.953
78,4,0,1,AND,1,1,3.72692
78,5,0,1,AND,1,2,0.0146489
78,6,0,2,AND,1,0,9.28953
78,7,0,2,AND,1,1,0.246284
78,8,0,2,AND,1,2,5.82965
79,0,0,0,AND,1,0,3.82397
79,1,0,0,AND,1,1,2.85073
79,2,0,0,AND,1,2,8.15668
79,3,0,1,AND,1,0,9.953
79,4,0,1,AND,1,1,3.72692
79,5,0,1,AND,1,2,0.0146489
79,6,0,2,AND,1,0,9.28953
79,7,0,2,AND,1,1,0.268258
79,8,0,2,AND,1,2,7.04642
80,0,0,0,AND,1,0,3.3311
80,1,0,0,AND,1,1,2.85073
80,2,0,0,AND,1,2,8.15668
80,3,0,1,AND,1,0,9.953
80,4,0,1,AND,1,1,3.72692
80,5,0,1,AND,1,2,0.0146489
80,6,0,2,AND,1,0,9.28953
80,7,0,2,AND,1,1,0.246284
80,8,0,2,AND,1,2,2.91025
81,0,0,0,AND,1,0,3.82397
81,1,0,0,AND,1,1,2.85073
81,2,0,0,AND,1,2,8.15668
81,3,0,1,AND,1,0,9.953
81,4,0,1,AND,1,1,3.72692
81,5,0,1,AND,1,2,0.0146489
81,6,0,2,AND,1,0,9.28953
81,7,0,2,AND,1,1,0.246284
81,8,0,2,AND,1,2,4.34431
82,0,0,0,AND,1,0,3.3311
82,1,0,0,AND,1,1,2.71828
82,2,0,0,AND,1,2,8.2342
82,3,0,1,AND,1,0,6.07898
82,4,0,1,AND,1,1,1.04038
82,5,0,1,AND,1,2,0.0146489
82,6,0,2,AND,1,0,9.28953
82,7,0,2,AND,1,1,0.246284
82,8,0,2,AND,1,2,2.32215
83,0,0,0,AND,1,0,3.82397
83,1,0,0,AND,1,1,2.85073
83,2,0,0,AND,1,2,8.15668
83,3,0,1,AND,1,0,9.953
83,4,0,1,AND,1,1,1.04038
83,5,0,1,AND,1,2,0.0146489
83,6,0,2,AND,1,0,9.28953
83,7,0,2,AND,1,1,0.246284
83,8,0,2,AND,1,2,8.64742
84,0,0,0,AND,1,0,3.82397
84,1,0,0,AND,1,1,2.85073
84,2,0,0,AND,1,2,8.15668
84,3,0,1,AND,1,0,9.953
84,4,0,1,AND,1,1,3.72692
84,5,0,1,AND,1,2,0.0146489
84,6,0,2,AND,1,0,6.11011
84,7,0,2,AND,1,1,1.40599
84,8,0,2,AND,1,2,5.94226
85,0,0,0,AND,1,0,3.82397
85,1,0,0,AND,1,1,2.85073
85,2,0,0,AND,1,2,8.15668
85,3,0,1,AND,1,0,9.953
85,4,0,1,AND,1,1,3.72692
85,5,0,1,AND,1,2,0.0146489
85,6,0,2,AND,1,0,9.28953
85,7,0,2,AND,1,1,0.268258
85,8,0,2,AND,1,2,3.36497
86,0,0,0,AND,1,0,3.82397
86,1,0,0,AND,1,1,2.85073
86,2,0,0,AND,1,2,8.15668
86,3,0,1,AND,1,0,9.953
86,4,0,1,AND,1,1,3.72692
86,5,0,1,AND,1,2,0.0146489
86,6,0,2,AND,1,0,9.28953
86,7,0,2,AND,1,1,0.268258
86,8,0,2,AND,1,2,0.430006
87,0,0,0,AND,1,0,3.82397
87,1,0,0,AND,1,1,2.85073
87,2,0,0,AND,1,2,8.15668
87,3,0,1,AND,1,0,9.953
87,4,0,1,AND,1,1,3.72692
87,5,0,1,AND,1,2,0.0146489
87,6,0,2,AND,1,0,9.28953
87,7,0,2,AND,1,1,0.79165
87,8,0,2,AND,1,2,7.35588
88,0,0,0,AND,1,0,3.82397
88,1,0,0,AND,1,1,2.85073
88,2,0,0,AND,1,2,8.15668
88,3,0,1,AND,1,0,9.953
88,4,0,1,AND,1,1,3.72692
88,5,0,1,AND,1,2,0.0146489
88,6,0,2,AND,1,0,0.803552
88,7,0,2,AND,1,1,0.25544
88,8,0,2,AND,1,2,2.80251
89,0,0,0,AND,1,0,3.82397
89,1,0,0,AND,1,1,2.85073
89,2,0,0,AND,1,2,8.15668
89,3,0,1,AND,1,0,9.953
89,4,0,1,AND,1,1,3.72692
89,5,0,1,AND,1,2,0.0146489
89,6,0,2,AND,1,0,0.803552
89,7,0,2,AND,1,1,0.268258
89,8,0,2,AND,1,2,4.96048
90,0,0,0,AND,1,0,3.82397
90,1,0,0,AND,1,1,2.85073
90,2,0,0,AND,1,2,8.15668
90,3,0,1,AND,1,0,9.953
90,4,0,1,AND,1,1,3.72692
90,5,0,1,AND,1,2,0.0146489
90,6,0,2,AND,1,0,9.28953
90,7,0,2,AND,1,1,0.79165
90,8,0,2,AND,1,2,5.94623
91,0,0,0,AND,1,0,3.82397
91,1,0,0,AND,1,1,2.85073
91,2,0,0,AND,1,2,8.15668
91,3,0,1,AND,1,0,9.953
91,4,0,1,AND,1,1,3.72692
91,5,0,1,AND,1,2,0.0146489
91,6,0,2,AND,1,0,9.28953
91,7,0,2,AND,1,1,0.79165
91,8,0,2,AND,1,2,8.63826
92,0,0,0,AND,1,0,3.82397
92,1,0,0,AND,1,1,2.85073
92,2,0,0,AND,1,2,8.15668
92,3,0,1,AND,1,0,9.953
92,4,0,1,AND,1,1,3.72692
92,5,0,1,AND,1,2,0.0146489
92,6,0,2,AND,1,0,9.28953
92,7,0,2,AND,1,1,1.33305
92,8,0,2,AND,1,2,5.63585
93,0,0,0,AND,1,0,3.82397
93,1,0,0,AND,1,1,2.85073
93,2,0,0,AND,1,2,8.15668
93,3,0,1,AND,1,0,9.953
93,4,0,1,AND,1,1,3.72692
93,5,0,1,AND,1,2,0.0146489
93,6,0,2,AND,1,0,9.28953
93,7,0,2,AND,1,1,0.246284
93,8,0,2,AND,1,2,8.25739
94,0,0,0,AND,1,0,3.82397
94,1,0,0,AND,1,1,2.85073
94,2,0,0,AND,1,2,8.15668
94,3,0,1,AND,1,0,9.953
94,4,0,1,AND,1,1,3.72692
94,5,0,1,AND,1,2,0.0146489
94,6,0,2,AND,1,0,9.28953
94,7,0,2,AND,1,1,0.246284
94,8,0,2,AND,1,2,5.61785
95,0,0,0,AND,1,0,3.82397
95,1,0,0,AND,1,1,2.85073
95,2,0,0,AND,1,2,8.15668
95,3,0,1,AND,1,0,9.953
95,4,0,1,AND,1,1,3.72692
95,5,0,1,AND,1,2,0.0146489
95,6,0,2,AND,1,0,9.28953
95,7,0,2,AND,1,1,0.79165
95,8,0,2,AND,1,2,6.11225
96,0,0,0,AND,1,0,3.82397
96,1,0,0,AND,1,1,2.85073
96,2,0,0,AND,1,2,8.15668
96,3,0,1,AND,1,0,9.953
96,4,0,1,AND,1,1,3.72692
96,5,0,1,AND,1,2,0.0146489
96,6,0,2,AND,1,0,9.28953
96,7,0,2,AND,1,1,0.503555
96,8,0,2,AND,1,2,2.32429
97,0,0,0,AND,1,0,3.82397
97,1,0,0,AND,1,1,2.85073
97,2,0,0,AND,1,2,8.15668
97,3,0,1,AND,1,0,9.953
97,4,0,1,AND,1,1,3.72692
97,5,0,1,AND,1,2,0.0146489
97,6,0,2,AND,1,0,9.57366
97,7,0,2,AND,1,1,0.246284
97,8,0,2,AND,1,2,1.7243
98,0,0,0,AND,1,0,3.82397
98,1,0,0,AND,1,1,2.85073
98,2,0,0,AND,1,2,8.15668
98,3,0,1,AND,1,0,9.953
98,4,0,1,AND,1,1,3.72692
98,5,0,1,AND,1,2,0.0146489
98,6,0,2,AND,1,0,9.28953
98,7,0,2,AND,1,1,0.79165
98,8,0,2,AND,1,2,5.77715
99,0,0,0,AND,1,0,3.82397
99,1,0,0,AND,1,1,2.85073
99,2,0,0,AND,1,2,8.15668
99,3,0,1,AND,1,0,9.953
99,4,0,1,AND,1,1,3.72692
99,5,0,1,AND,1,2,0.0146489
99,6,0,2,AND,1,0,9.28953
99,7,0,2,AND,1,1,0.79165
99,8,0,2,AND,1,2,5.49059
