Controller,Rule,Input Variable 1,Input Set 1,Modifier,Input Variable 2,Input Set 2,Output Value
24,4,0,1,AND,1,1,3.72692
24,5,0,1,AND,1,2,0.0146489
24,6,0,2,AND,1,0,9.28953
24,7,0,2,AND,1,1,0.246284
24,8,0,2,AND,1,2,3.55815
25,0,0,0,AND,1,0,3.82397
25,1,0,0,AND,1,1,2.85073
25,2,0,0,AND,1,2,8.15668
25,3,0,1,AND,1,0,9.953
25,4,0,1,AND,1,1,3.72692
25,5,0,1,AND,1,2,0.0146489
25,6,0,2,AND,1,0,9.28953
25,7,0,2,AND,1,1,0.79165
25,8,0,2,AND,1,2,8.00348
26,0,0,0,AND,1,0,3.82397
26,1,0,0,AND,1,1,2.85073
26,2,0,0,AND,1,2,8.15668
26,3,0,1,AND,1,0,9.953
26,4,0,1,AND,1,1,3.72692
26,5,0,1,AND,1,2,0.0146489
26,6,0,2,AND,1,0,9.28953
26,7,0,2,AND,1,1,0.246284
26,8,0,2,AND,1,2,2.71828
27,0,0,0,AND,1,0,3.82397
27,1,0,0,AND,1,1,2.85073
27,2,0,0,AND,1,2,8.15668
27,3,0,1,AND,1,0,9.953
27,4,0,1,AND,1,1,3.72692
27,5,0,1,AND,1,2,0.0146489
27,6,0,2,AND,1,0,9.28953
27,7,0,2,AND,1,1,0.268258
27,8,0,2,AND,1,2,1.34037
28,0,0,0,AND,1,0,3.82397
28,1,0,0,AND,1,1,2.85073
28,2,0,0,AND,1,2,8.15668
28,3,0,1,AND,1,0,9.953
28,4,0,1,AND,1,1,3.72692
28,5,0,1,AND,1,2,0.0146489
28,6,0,2,AND,1,0,9.28953
28,7,0,2,AND,1,1,0.246284
28,8,0,2,AND,1,2,8.13379
29,0,0,0,AND,1,0,3.82397
29,1,0,0,AND,1,1,2.85073
29,2,0,0,AND,1,2,8.15668
29,3,0,1,AND,1,0,9.953
29,4,0,1,AND,1,1,3.72692
29,5,0,1,AND,1,2,0.0146489
29,6,0,2,AND,1,0,9.28953
29,7,0,2,AND,1,1,0.246284
29,8,0,2,AND,1,2,5.09293
30,0,0,0,AND,1,0,3.82397
30,1,0,0,AND,1,1,2.85073
30,2,0,0,AND,1,2,8.15668
30,3,0,1,AND,1,0,9.953
30,4,0,1,AND,1,1,3.72692
30,5,0,1,AND,1,2,0.0146489
30,6,0,2,AND,1,0,9.28953
30,7,0,2,AND,1,1,0.246284
30,8,0,2,AND,1,2,8.34437
31,0,0,0,AND,1,0,3.82397
31,1,0,0,AND,1,1,2.85073
31,2,0,0,AND,1,2,8.15668
31,3,0,1,AND,1,0,9.953
31,4,0,1,AND,1,1,3.72692
31,5,0,1,AND,1,2,0.0146489
31,6,0,2,AND,1,0,9.28953
31,7,0,2,AND,1,1,0.503555
31,8,0,2,AND,1,2,4.92264
32,0,0,0,AND,1,0,3.82397
32,1,0,0,AND,1,1,2.85073
32,2,0,0,AND,1,2,8.15668
32,3,0,1,AND,1,0,9.953
32,4,0,1,AND,1,1,3.72692
32,5,0,1,AND,1,2,0.0146489
32,6,0,2,AND,1,0,9.28953
32,7,0,2,AND,1,1,0.246284
32,8,0,2,AND,1,2,9.69146
33,0,0,0,AND,1,0,3.82397
33,1,0,0,AND,1,1,2.85073
33,2,0,0,AND,1,2,8.15668
33,3,0,1,AND,1,0,9.953
33,4,0,1,AND,1,1,3.72692
33,5,0,1,AND,1,2,0.0146489
33,6,0,2,AND,1,0,9.28953
33,7,0,2,AND,1,1,0.79165
33,8,0,2,AND,1,2,3.52153
34,0,0,0,AND,1,0,3.82397
34,1,0,0,AND,1,1,2.85073
34,2,0,0,AND,1,2,8.15668
34,3,0,1,AND,1,0,9.953
34,4,0,1,AND,1,1,3.72692
34,5,0,1,AND,1,2,0.0146489
34,6,0,2,AND,1,0,9.28953
34,7,0,2,AND,1,1,0.268258
34,8,0,2,AND,1,2,4.09894
35,0,0,0,AND,1,0,3.82397
35,1,0,0,AND,1,1,2.85073
35,2,0,0,AND,1,2,8.15668
35,3,0,1,AND,1,0,9.953
35,4,0,1,AND,1,1,3.72692
35,5,0,1,AND,1,2,0.0146489
35,6,0,2,AND,1,0,9.28953
35,7,0,2,AND,1,1,0.79165
35,8,0,2,AND,1,2,6.13849
36,0,0,0,AND,1,0,3.82397
36,1,0,0,AND,1,1,2.85073
36,2,0,0,AND,1,2,8.15668
36,3,0,1,AND,1,0,9.953
36,4,0,1,AND,1,1,3.72692
36,5,0,1,AND,1,2,0.0146489
36,6,0,2,AND,1,0,9.28953
36,7,0,2,AND,1,1,0.246284
36,8,0,2,AND,1,2,4.60616
37,0,0,0,AND,1,0,3.82397
37,1,0,0,AND,1,1,2.85073
37,2,0,0,AND,1,2,8.15668
37,3,0,1,AND,1,0,9.953
37,4,0,1,AND,1,1,3.72692
37,5,0,1,AND,1,2,0.0146489
37,6,0,2,AND,1,0,9.28953
37,7,0,2,AND,1,1,0.246284
37,8,0,2,AND,1,2,9.01059
38,0,0,0,AND,1,0,3.82397
38,1,0,0,AND,1,1,2.85073
38,2,0,0,AND,1,2,8.15668
38,3,0,1,AND,1,0,9.953
38,4,0,1,AND,1,1,3.72692
38,5,0,1,AND,1,2,0.0146489
38,6,0,2,AND,1,0,9.28953
38,7,0,2,AND,1,1,0.246284
38,8,0,2,AND,1,2,5.21775
39,0,0,0,AND,1,0,3.82397
39,1,0,0,AND,1,1,2.85073
39,2,0,0,AND,1,2,8.15668
39,3,0,1,AND,1,0,9.953
39,4,0,1,AND,1,1,3.72692
39,5,0,1,AND,1,2,0.0146489
39,6,0,2,AND,1,0,9.28953
39,7,0,2,AND,1,1,0.503555
39,8,0,2,AND,1,2,9.7702
40,0,0,0,AND,1,0,3.82397
40,1,0,0,AND,1,1,2.85073
40,2,0,0,AND,1,2,8.15668
40,3,0,1,AND,1,0,9.953
40,4,0,1,AND,1,1,3.72692
40,5,0,1,AND,1,2,0.0146489
40,6,0,2,AND,1,0,9.28953
40,7,0,2,AND,1,1,1.33305
40,8,0,2,AND,1,2,6.63228
41,0,0,0,AND,1,0,3.3311
41,1,0,0,AND,1,1,2.71828
41,2,0,0,AND,1,2,8.2342
41,3,0,1,AND,1,0,6.07898
41,4,0,1,AND,1,1,1.04038
41,5,0,1,AND,1,2,0.0146489
41,6,0,2,AND,1,0,9.28953
41,7,0,2,AND,1,1,0.246284
41,8,0,2,AND,1,2,3.88775
42,0,0,0,AND,1,0,3.82397
42,1,0,0,AND,1,1,2.85073
42,2,0,0,AND,1,2,8.15668
42,3,0,1,AND,1,0,9.953
42,4,0,1,AND,1,1,3.72692
42,5,0,1,AND,1,2,0.0146489
42,6,0,2,AND,1,0,6.11011
42,7,0,2,AND,1,1,1.40599
42,8,0,2,AND,1,2,4.41267
43,0,0,0,AND,1,0,3.82397
43,1,0,0,AND,1,1,2.85073
43,2,0,0,AND,1,2,8.15668
43,3,0,1,AND,1,0,9.953
43,4,0,1,AND,1,1,3.72692
43,5,0,1,AND,1,2,0.0146489
43,6,0,2,AND,1,0,9.28953
43,7,0,2,AND,1,1,0.79165
43,8,0,2,AND,1,2,6.21021
44,0,0,0,AND,1,0,3.82397
44,1,0,0,AND,1,1,2.85073
44,2,0,0,AND,1,2,8.15668
44,3,0,1,AND,1,0,9.953
44,4,0,1,AND,1,1,3.72692
44,5,0,1,AND,1,2,0.0146489
44,6,0,2,AND,1,0,9.28953
44,7,0,2,AND,1,1,0.268258
44,8,0,2,AND,1,2,1.16031
45,0,0,0,AND,1,0,3.82397
45,1,0,0,AND,1,1,2.85073
45,2,0,0,AND,1,2,8.15668
45,3,0,1,AND,1,0,9.953
45,4,0,1,AND,1,1,3.72692
45,5,0,1,AND,1,2,0.0146489
45,6,0,2,AND,1,0,9.28953
45,7,0,2,AND,1,1,0.79165
45,8,0,2,AND,1,2,1.66021
46,0,0,0,AND,1,0,3.82397
46,1,0,0,AND,1,1,2.85073
46,2,0,0,AND,1,2,8.15668
46,3,0,1,AND,1,0,9.953
46,4,0,1,AND,1,1,3.72692
46,5,0,1,AND,1,2,0.0146489
46,6,0,2,AND,1,0,9.28953
46,7,0,2,AND,1,1,0.79165
46,8,0,2,AND,1,2,9.25596
47,0,0,0,AND,1,0,3.82397
47,1,0,0,AND,1,1,2.85073
47,2,0,0,AND,1,2,8.15668
47,3,0,1,AND,1,0,9.953
47,4,0,1,AND,1,1,3.72692
47,5,0,1,AND,1,2,0.0146489
47,6,0,2,AND,1,0,9.28953
47,7,0,2,AND,1,1,0.79165
47,8,0,2,AND,1,2,4.15906
48,0,0,0,AND,1,0,3.82397
48,1,0,0,AND,1,1,2.85073
48,2,0,0,AND,1,2,8.15668
48,3,0,1,AND,1,0,9.953
48,4,0,1,AND,1,1,3.72692
48,5,0,1,AND,1,2,0.0146489
48,6,0,2,AND,1,0,0.803552
48,7,0,2,AND,1,1,0.25544
48,8,0,2,AND,1,2,5.7271
49,0,0,0,AND,1,0,3.82397
49,1,0,0,AND,1,1,2.85073
49,2,0,0,AND,1,2,8.15668
49,3,0,1,AND,1,0,9.953
49,4,0,1,AND,1,1,3.72692
49,5,0,1,AND,1,2,0.0146489
49,6,0,2,AND,1,0,9.28953
49,7,0,2,AND,1,1,0.246284
49,8,0,2,AND,1,2,7.83349
50,0,0,0,AND,1,0,3.82397
50,1,0,0,AND,1,1,2.85073
50,2,0,0,AND,1,2,8.15668
50,3,0,1,AND,1,0,9.953
50,4,0,1,AND,1,1,3.72692
50,5,0,1,AND,1,2,0.0146489
50,6,0,2,AND,1,0,9.28953
50,7,0,2,AND,1,1,0.246284
50,8,0,2,AND,1,2,5.81194
51,0,0,0,AND,1,0,3.82397
51,1,0,0,AND,1,1,2.85073
51,2,0,0,AND,1,2,8.15668
51,3,0,1,AND,1,0,9.953
51,4,0,1,AND,1,1,3.72692
51,5,0,1,AND,1,2,0.0146489
51,6,0,2,AND,1,0,9.28953
51,7,0,2,AND,1,1,0.246284
51,8,0,2,AND,1,2,9.56969
52,0,0,0,AND,1,0,3.82397
52,1,0,0,AND,1,1,2.85073
52,2,0,0,AND,1,2,8.15668
52,3,0,1,AND,1,0,9.953
52,4,0,1,AND,1,1,3.72692
52,5,0,1,AND,1,2,0.0146489
52,6,0,2,AND,1,0,9.28953
52,7,0,2,AND,1,1,0.79165
52,8,0,2,AND,1,2,6.77084
53,0,0,0,AND,1,0,3.82397
53,1,0,0,AND,1,1,2.85073
53,2,0,0,AND,1,2,8.15668
53,3,0,1,AND,1,0,9.953
53,4,0,1,AND,1,1,3.72692
53,5,0,1,AND,1,2,0.0146489
53,6,0,2,AND,1,0,9.28953
53,7,0,2,AND,1,1,0.79165
53,8,0,2,AND,1,2,6.98019
54,0,0,0,AND,1,0,3.82397
54,1,0,0,AND,1,1,2.85073
54,2,0,0,AND,1,2,8.15668
54,3,0,1,AND,1,0,9.953
54,4,0,1,AND,1,1,3.72692
54,5,0,1,AND,1,2,0.0146489
54,6,0,2,AND,1,0,6.11011
54,7,0,2,AND,1,1,0.79165
54,8,0,2,AND,1,2,8.51985
55,0,0,0,AND,1,0,3.82397
55,1,0,0,AND,1,1,2.85073
55,2,0,0,AND,1,2,8.15668
55,3,0,1,AND,1,0,9.953
55,4,0,1,AND,1,1,3.72692
55,5,0,1,AND,1,2,0.0146489
55,6,0,2,AND,1,0,9.57366
55,7,0,2,AND,1,1,1.33305
55,8,0,2,AND,1,2,0.84048
56,0,0,0,AND,1,0,3.82397
56,1,0,0,AND,1,1,2.85073
56,2,0,0,AND,1,2,8.15668
56,3,0,1,AND,1,0,9.953
56,4,0,1,AND,1,1,3.72692
56,5,0,1,AND,1,2,0.0146489
56,6,0,2,AND,1,0,9.28953
56,7,0,2,AND,1,1,0.79165
56,8,0,2,AND,1,2,2.63985
57,0,0,0,AND,1,0,3.82397
57,1,0,0,AND,1,1,2.85073
57,2,0,0,AND,1,2,8.15668
57,3,0,1,AND,1,0,9.953
57,4,0,1,AND,1,1,3.72692
57,5,0,1,AND,1,2,0.0146489
57,6,0,2,AND,1,0,9.28953
57,7,0,2,AND,1,1,0.246284
57,8,0,2,AND,1,2,6.06311
58,0,0,0,AND,1,0,3.82397
58,1,0,0,AND,1,1,2.85073
58,2,0,0,AND,1,2,8.15668
58,3,0,1,AND,1,0,9.953
58,4,0,1,AND,1,1,3.72692
58,5,0,1,AND,1,2,0.0146489
58,6,0,2,AND,1,0,9.28953
58,7,0,2,AND,1,1,0.246284
58,8,0,2,AND,1,2,6.32771
59,0,0,0,AND,1,0,3.82397
59,1,0,0,AND,1,1,2.85073
59,2,0,0,AND,1,2,8.15668
59,3,0,1,AND,1,0,9.953
59,4,0,1,AND,1,1,3.72692
59,5,0,1,AND,1,2,0.0146489
59,6,0,2,AND,1,0,9.28953
59,7,0,2,AND,1,1,0.246284
59,8,0,2,AND,1,2,0.265511
60,0,0,0,AND,1,0,3.82397
60,1,0,0,AND,1,1,2.85073
60,2,0,0,AND,1,2,8.15668
60,3,0,1,AND,1,0,9.953
60,4,0,1,AND,1,1,3.72692
60,5,0,1,AND,1,2,0.0146489
60,6,0,2,AND,1,0,9.28953
60,7,0,2,AND,1,1,0.79165
60,8,0,2,AND,1,2,2.85165
61,0,0,0,AND,1,0,3.82397
61,1,0,0,AND,1,1,2.85073
61,2,0,0,AND,1,2,8.15668
61,3,0,1,AND,1,0,9.953
61,4,0,1,AND,1,1,3.72692
61,5,0,1,AND,1,2,0.0146489
61,6,0,2,AND,1,0,6.11011
61,7,0,2,AND,1,1,0.503555
61,8,0,2,AND,1,2,4.00403
62,0,0,0,AND,1,0,3.82397
62,1,0,0,AND,1,1,2.85073
62,2,0,0,AND,1,2,8.15668
62,3,0,1,AND,1,0,9.953
62,4,0,1,AND,1,1,3.72692
62,5,0,1,AND,1,2,0.0146489
62,6,0,2,AND,1,0,9.28953
62,7,0,2,AND,1,1,0.79165
62,8,0,2,AND,1,2,5.0737
63,0,0,0,AND,1,0,3.82397
63,1,0,0,AND,1,1,2.85073
63,2,0,0,AND,1,2,8.15668
63,3,0,1,AND,1,0,9.953
63,4,0,1,AND,1,1,3.72692
63,5,0,1,AND,1,2,0.0146489
63,6,0,2,AND,1,0,9.28953
63,7,0,2,AND,1,1,0.79165
63,8,0,2,AND,1,2,1.72491
64,0,0,0,AND,1,0,3.82397
64,1,0,0,AND,1,1,2.85073
64,2,0,0,AND,1,2,8.15668
64,3,0,1,AND,1,0,9.953
64,4,0,1,AND,1,1,3.72692
64,5,0,1,AND,1,2,0.0146489
64,6,0,2,AND,1,0,9.28953
64,7,0,2,AND,1,1,0.79165
64,8,0,2,AND,1,2,3.59935
65,0,0,0,AND,1,0,3.82397
65,1,0,0,AND,1,1,2.85073
65,2,0,0,AND,1,2,8.15668
65,3,0,1,AND,1,0,9.953
65,4,0,1,AND,1,1,3.72692
65,5,0,1,AND,1,2,0.0146489
65,6,0,2,AND,1,0,9.28953
65,7,0,2,AND,1,1,0.79165
65,8,0,2,AND,1,2,7.5045
66,0,0,0,AND,1,0,3.82397
66,1,0,0,AND,1,1,2.85073
66,2,0,0,AND,1,2,8.15668
66,3,0,1,AND,1,0,9.953
66,4,0,1,AND,1,1,3.72692
66,5,0,1,AND,1,2,0.0146489
66,6,0,2,AND,1,0,9.28953
66,7,0,2,AND,1,1,0.246284
66,8,0,2,AND,1,2,6.12049
67,0,0,0,AND,1,0,3.82397
67,1,0,0,AND,1,1,2.85073
67,2,0,0,AND,1,2,8.15668
67,3,0,1,AND,1,0,9.953
67,4,0,1,AND,1,1,3.72692
67,5,0,1,AND,1,2,0.0146489
67,6,0,2,AND,1,0,9.28953
67,7,0,2,AND,1,1,0.79165
67,8,0,2,AND,1,2,4.63332
68,0,0,0,AND,1,0,3.82397
68,1,0,0,AND,1,1,2.85073
68,2,0,0,AND,1,2,8.15668
68,3,0,1,AND,1,0,9.953
68,4,0,1,AND,1,1,3.72692
68,5,0,1,AND,1,2,0.0146489
68,6,0,2,AND,1,0,9.28953
68,7,0,2,AND,1,1,0.79165
68,8,0,2,AND,1,2,9.51018
69,0,0,0,AND,1,0,3.82397
69,1,0,0,AND,1,1,2.85073
69,2,0,0,AND,1,2,8.15668
69,3,0,1,AND,1,0,9.953
69,4,0,1,AND,1,1,3.72692
69,5,0,1,AND,1,2,0.0146489
69,6,0,2,AND,1,0,9.28953
69,7,0,2,AND,1,1,0.246284
69,8,0,2,AND,1,2,3.11502
70,0,0,0,AND,1,0,3.82397
70,1,0,0,AND,1,1,2.85073
70,2,0,0,AND,1,2,8.15668
70,3,0,1,AND,1,0,9.953
70,4,0,1,AND,1,1,3.72692
70,5,0,1,AND,1,2,0.0146489
70,6,0,2,AND,1,0,9.28953
70,7,0,2,AND,1,1,0.246284
70,8,0,2,AND,1,2,1.2363
71,0,0,0,AND,1,0,3.82397
71,1,0,0,AND,1,1,2.85073
71,2,0,0,AND,1,2,8.15668
71,3,0,1,AND,1,0,9.953
71,4,0,1,AND,1,1,3.72692
71,5,0,1,AND,1,2,0.0146489
71,6,0,2,AND,1,0,9.28953
71,7,0,2,AND,1,1,0.246284
71,8,0,2,AND,1,2,4.13343
72,0,0,0,AND,1,0,3.82397
72,1,0,0,AND,1,1,2.85073
72,2,0,0,AND,1,2,8.15668
72,3,0,1,AND,1,0,9.953
72,4,0,1,AND,1,1,3.72692
72,5,0,1,AND,1,2,0.0146489
72,6,0,2,AND,1,0,9.28953
72,7,0,2,AND,1,1,0.268258
72,8,0,2,AND,1,2,1.65197
73,0,0,0,AND,1,0,3.82397
73,1,0,0,AND,1,1,2.85073
73,2,0,0,AND,1,2,8.15668
73,3,0,1,AND,1,0,9.953
73,4,0,1,AND,1,1,3.72692
73,5,0,1,AND,1,2,0.0146489
73,6,0,2,AND,1,0,9.28953
73,7,0,2,AND,1,1,0.246284
73,8,0,2,AND,1,2,5.55712
74,0,0,0,AND,1,0,3.82397
74,1,0,0,AND,1,1,2.85073
74,2,0,0,AND,1,2,8.15668
74,3,0,1,AND,1,0,9.953
74,4,0,1,AND,1,1,3.72692
74,5,0,1,AND,1,2,0.0146489
74,6,0,2,AND,1,0,9.28953
74,7,0,2,AND,1,1,0.503555
74,8,0,2,AND,1,2,3.72936
75,0,0,0,AND,1,0,3.82397
75,1,0,0,AND,1,1,2.85073
75,2,0,0,AND,1,2,8.15668
75,3,0,1,AND,1,0,9.953
75,4,0,1,AND,1,1,3.72692
75,5,0,1,AND,1,2,0.0146489
75,6,0,2,AND,1,0,9.28953
75,7,0,2,AND,1,1,0.268258
75,8,0,2,AND,1,2,7.54234
76,0,0,0,AND,1,0,3.82397
76,1,0,0,AND,1,1,2.85073
76,2,0,0,AND,1,2,8.15668
76,3,0,1,AND,1,0,9.953
76,4,0,1,AND,1,1,3.72692
76,5,0,1,AND,1,2,0.0146489
76,6,0,2,AND,1,0,9.28953
76,7,0,2,AND,1,1,0.268258
76,8,0,2,AND,1,2,1.79388
77,0,0,0,AND,1,0,3.82397
77,1,0,0,AND,1,1,2.85073
