Controller,Rule,Input Variable 1,Input Set 1,Modifier,Input Variable 2,Input Set 2,Output Value
13,1,0,0,AND,1,1,4.25733
13,2,0,0,AND,1,2,7.34367
13,3,0,1,AND,1,0,4.69771
13,4,0,1,AND,1,1,1.97577
13,5,0,1,AND,1,2,1.23325
13,6,0,2,AND,1,0,3.85235
13,7,0,2,AND,1,1,0.11597
13,8,0,2,AND,1,2,7.40776
14,0,0,0,AND,1,0,7.528
14,1,0,0,AND,1,1,3.11655
14,2,0,0,AND,1,2,5.88702
14,3,0,1,AND,1,0,5.46098
14,4,0,1,AND,1,1,1.97577
14,5,0,1,AND,1,2,1.23325
14,6,0,2,AND,1,0,3.85235
14,7,0,2,AND,1,1,0.11597
14,8,0,2,AND,1,2,1.94403
15,0,0,0,AND,1,0,7.528
15,1,0,0,AND,1,1,3.11655
15,2,0,0,AND,1,2,7.98395
15,3,0,1,AND,1,0,5.48906
15,4,0,1,AND,1,1,0.456862
15,5,0,1,AND,1,2,4.64156
15,6,0,2,AND,1,0,2.00293
15,7,0,2,AND,1,1,0.702536
15,8,0,2,AND,1,2,9.53703
16,0,0,0,AND,1,0,3.43608
16,1,0,0,AND,1,1,4.25733
16,2,0,0,AND,1,2,7.34367
16,3,0,1,AND,1,0,0.629597
16,4,0,1,AND,1,1,3.67412
16,5,0,1,AND,1,2,1.47252
16,6,0,2,AND,1,0,2.00293
16,7,0,2,AND,1,1,0.723899
16,8,0,2,AND,1,2,1.69134
17,0,0,0,AND,1,0,7.528
17,1,0,0,AND,1,1,3.11655
17,2,0,0,AND,1,2,7.98395
17,3,0,1,AND,1,0,5.48906
17,4,0,1,AND,1,1,0.456862
17,5,0,1,AND,1,2,4.64156
17,6,0,2,AND,1,0,1.83111
17,7,0,2,AND,1,1,3.30668
17,8,0,2,AND,1,2,6.93716
18,0,0,0,AND,1,0,3.43608
18,1,0,0,AND,1,1,4.25733
18,2,0,0,AND,1,2,5.88702
18,3,0,1,AND,1,0,5.48906
18,4,0,1,AND,1,1,0.456862
18,5,0,1,AND,1,2,2.86172
18,6,0,2,AND,1,0,6.74215
18,7,0,2,AND,1,1,0.495926
18,8,0,2,AND,1,2,3.19193
19,0,0,0,AND,1,0,7.528
19,1,0,0,AND,1,1,3.11655
19,2,0,0,AND,1,2,7.98395
19,3,0,1,AND,1,0,5.48906
19,4,0,1,AND,1,1,0.456862
19,5,0,1,AND,1,2,4.64156
19,6,0,2,AND,1,0,1.83111
19,7,0,2,AND,1,1,0.702536
19,8,0,2,AND,1,2,9.06827
20,0,0,0,AND,1,0,7.528
20,1,0,0,AND,1,1,3.11655
20,2,0,0,AND,1,2,7.98395
20,3,0,1,AND,1,0,5.48906
20,4,0,1,AND,1,1,0.456862
20,5,0,1,AND,1,2,4.64156
20,6,0,2,AND,1,0,2.00293
20,7,0,2,AND,1,1,0.702536
20,8,0,2,AND,1,2,9.68963
21,0,0,0,AND,1,0,3.43608
21,1,0,0,AND,1,1,4.25733
21,2,0,0,AND,1,2,5.88702
21,3,0,1,AND,1,0,5.48906
21,4,0,1,AND,1,1,0.456862
21,5,0,1,AND,1,2,2.86172
21,6,0,2,AND,1,0,6.74215
21,7,0,2,AND,1,1,0.495926
21,8,0,2,AND,1,2,0.964995
22,0,0,0,AND,1,0,7.528
22,1,0,0,AND,1,1,3.11655
22,2,0,0,AND,1,2,7.98395
22,3,0,1,AND,1,0,5.48906
22,4,0,1,AND,1,1,0.456862
22,5,0,1,AND,1,2,4.64156
22,6,0,2,AND,1,0,2.00293
22,7,0,2,AND,1,1,0.702536
22,8,0,2,AND,1,2,4.80819
23,0,0,0,AND,1,0,3.43608
23,1,0,0,AND,1,1,4.25733
23,2,0,0,AND,1,2,7.34367
23,3,0,1,AND,1,0,4.69771
23,4,0,1,AND,1,1,1.97577
23,5,0,1,AND,1,2,1.23325
23,6,0,2,AND,1,0,3.39274
23,7,0,2,AND,1,1,0.723899
23,8,0,2,AND,1,2,2.71615
24,0,0,0,AND,1,0,7.528
24,1,0,0,AND,1,1,3.11655
24,2,0,0,AND,1,2,7.98395
24,3,0,1,AND,1,0,5.48906
24,4,0,1,AND,1,1,0.456862
24,5,0,1,AND,1,2,4.64156
24,6,0,2,AND,1,0,2.00293
24,7,0,2,AND,1,1,0.702536
24,8,0,2,AND,1,2,2.74361
25,0,0,0,AND,1,0,7.528
25,1,0,0,AND,1,1,3.11655
25,2,0,0,AND,1,2,7.98395
25,3,0,1,AND,1,0,5.46098
25,4,0,1,AND,1,1,0.680258
25,5,0,1,AND,1,2,0.753197
25,6,0,2,AND,1,0,2.28309
25,7,0,2,AND,1,1,0.0369274
25,8,0,2,AND,1,2,1.38371
26,0,0,0,AND,1,0,7.528
26,1,0,0,AND,1,1,3.11655
26,2,0,0,AND,1,2,7.98395
26,3,0,1,AND,1,0,5.48906
26,4,0,1,AND,1,1,0.456862
26,5,0,1,AND,1,2,4.64156
26,6,0,2,AND,1,0,2.00293
26,7,0,2,AND,1,1,0.702536
26,8,0,2,AND,1,2,3.55296
27,0,0,0,AND,1,0,7.528
27,1,0,0,AND,1,1,3.11655
27,2,0,0,AND,1,2,7.98395
27,3,0,1,AND,1,0,5.48906
27,4,0,1,AND,1,1,0.456862
27,5,0,1,AND,1,2,4.64156
27,6,0,2,AND,1,0,1.83111
27,7,0,2,AND,1,1,0.702536
27,8,0,2,AND,1,2,6.92709
28,0,0,0,AND,1,0,7.528
28,1,0,0,AND,1,1,3.11655
28,2,0,0,AND,1,2,7.98395
28,3,0,1,AND,1,0,5.48906
28,4,0,1,AND,1,1,0.456862
28,5,0,1,AND,1,2,4.64156
28,6,0,2,AND,1,0,1.83111
28,7,0,2,AND,1,1,0.702536
28,8,0,2,AND,1,2,7.60338
29,0,0,0,AND,1,0,3.43608
29,1,0,0,AND,1,1,4.25733
29,2,0,0,AND,1,2,5.88702
29,3,0,1,AND,1,0,5.48906
29,4,0,1,AND,1,1,0.456862
29,5,0,1,AND,1,2,2.86172
29,6,0,2,AND,1,0,6.74215
29,7,0,2,AND,1,1,0.702536
29,8,0,2,AND,1,2,8.69472
30,0,0,0,AND,1,0,1.09622
30,1,0,0,AND,1,1,3.4727
30,2,0,0,AND,1,2,7.98395
30,3,0,1,AND,1,0,5.46098
30,4,0,1,AND,1,1,0.456862
30,5,0,1,AND,1,2,4.64156
30,6,0,2,AND,1,0,1.83111
30,7,0,2,AND,1,1,0.614338
30,8,0,2,AND,1,2,8.24427
31,0,0,0,AND,1,0,7.528
31,1,0,0,AND,1,1,3.11655
31,2,0,0,AND,1,2,7.98395
31,3,0,1,AND,1,0,5.48906
31,4,0,1,AND,1,1,0.456862
31,5,0,1,AND,1,2,4.64156
31,6,0,2,AND,1,0,6.74215
31,7,0,2,AND,1,1,0.702536
31,8,0,2,AND,1,2,4.04126
32,0,0,0,AND,1,0,7.528
32,1,0,0,AND,1,1,3.11655
32,2,0,0,AND,1,2,7.98395
32,3,0,1,AND,1,0,5.48906
32,4,0,1,AND,1,1,0.456862
32,5,0,1,AND,1,2,4.64156
32,6,0,2,AND,1,0,1.83111
32,7,0,2,AND,1,1,0.0369274
32,8,0,2,AND,1,2,6.76534
33,0,0,0,AND,1,0,7.528
33,1,0,0,AND,1,1,3.11655
33,2,0,0,AND,1,2,7.98395
33,3,0,1,AND,1,0,5.48906
33,4,0,1,AND,1,1,0.456862
33,5,0,1,AND,1,2,2.86172
33,6,0,2,AND,1,0,2.28309
33,7,0,2,AND,1,1,0.0369274
33,8,0,2,AND,1,2,5.64135
34,0,0,0,AND,1,0,7.528
34,1,0,0,AND,1,1,3.11655
34,2,0,0,AND,1,2,7.98395
34,3,0,1,AND,1,0,5.48906
34,4,0,1,AND,1,1,0.456862
34,5,0,1,AND,1,2,4.64156
34,6,0,2,AND,1,0,1.83111
34,7,0,2,AND,1,1,0.702536
34,8,0,2,AND,1,2,8.70083
35,0,0,0,AND,1,0,7.528
35,1,0,0,AND,1,1,3.11655
35,2,0,0,AND,1,2,7.98395
35,3,0,1,AND,1,0,5.48906
35,4,0,1,AND,1,1,1.97577
35,5,0,1,AND,1,2,1.23325
35,6,0,2,AND,1,0,1.83111
35,7,0,2,AND,1,1,0.702536
35,8,0,2,AND,1,2,9.0521
36,0,0,0,AND,1,0,7.528
36,1,0,0,AND,1,1,3.11655
36,2,0,0,AND,1,2,7.98395
36,3,0,1,AND,1,0,5.48906
36,4,0,1,AND,1,1,0.456862
36,5,0,1,AND,1,2,4.64156
36,6,0,2,AND,1,0,1.83111
36,7,0,2,AND,1,1,0.79165
36,8,0,2,AND,1,2,5.54521
37,0,0,0,AND,1,0,3.43608
37,1,0,0,AND,1,1,4.25733
37,2,0,0,AND,1,2,7.34367
37,3,0,1,AND,1,0,0.629597
37,4,0,1,AND,1,1,3.67412
37,5,0,1,AND,1,2,1.47252
37,6,0,2,AND,1,0,1.83111
37,7,0,2,AND,1,1,0.614338
37,8,0,2,AND,1,2,7.09372
38,0,0,0,AND,1,0,7.528
38,1,0,0,AND,1,1,3.11655
38,2,0,0,AND,1,2,4.67666
38,3,0,1,AND,1,0,0.629597
38,4,0,1,AND,1,1,0.456862
38,5,0,1,AND,1,2,5.52934
38,6,0,2,AND,1,0,2.28309
38,7,0,2,AND,1,1,0.495926
38,8,0,2,AND,1,2,0.93997
39,0,0,0,AND,1,0,7.528
39,1,0,0,AND,1,1,3.11655
39,2,0,0,AND,1,2,5.88702
39,3,0,1,AND,1,0,5.46098
39,4,0,1,AND,1,1,5.2028
39,5,0,1,AND,1,2,2.86172
39,6,0,2,AND,1,0,6.74215
39,7,0,2,AND,1,1,0.495926
39,8,0,2,AND,1,2,2.61238
40,0,0,0,AND,1,0,7.528
40,1,0,0,AND,1,1,3.11655
40,2,0,0,AND,1,2,7.98395
40,3,0,1,AND,1,0,5.48906
40,4,0,1,AND,1,1,0.456862
40,5,0,1,AND,1,2,4.64156
40,6,0,2,AND,1,0,1.83111
40,7,0,2,AND,1,1,0.614338
40,8,0,2,AND,1,2,5.39811
41,0,0,0,AND,1,0,1.09622
41,1,0,0,AND,1,1,3.4727
41,2,0,0,AND,1,2,7.98395
41,3,0,1,AND,1,0,5.46098
41,4,0,1,AND,1,1,0.456862
41,5,0,1,AND,1,2,4.64156
41,6,0,2,AND,1,0,1.83111
41,7,0,2,AND,1,1,0.702536
41,8,0,2,AND,1,2,6.17878
42,0,0,0,AND,1,0,7.528
42,1,0,0,AND,1,1,3.11655
42,2,0,0,AND,1,2,7.98395
42,3,0,1,AND,1,0,5.48906
42,4,0,1,AND,1,1,0.456862
42,5,0,1,AND,1,2,0.753197
42,6,0,2,AND,1,0,2.00293
42,7,0,2,AND,1,1,0.702536
42,8,0,2,AND,1,2,8.62239
43,0,0,0,AND,1,0,7.528
43,1,0,0,AND,1,1,3.11655
43,2,0,0,AND,1,2,7.98395
43,3,0,1,AND,1,0,5.48906
43,4,0,1,AND,1,1,0.456862
43,5,0,1,AND,1,2,4.64156
43,6,0,2,AND,1,0,2.00293
43,7,0,2,AND,1,1,0.495926
43,8,0,2,AND,1,2,0.294809
44,0,0,0,AND,1,0,1.09622
44,1,0,0,AND,1,1,3.4727
44,2,0,0,AND,1,2,7.98395
44,3,0,1,AND,1,0,5.48906
44,4,0,1,AND,1,1,0.456862
44,5,0,1,AND,1,2,4.64156
44,6,0,2,AND,1,0,1.83111
44,7,0,2,AND,1,1,0.614338
44,8,0,2,AND,1,2,3.48766
45,0,0,0,AND,1,0,3.43608
45,1,0,0,AND,1,1,4.25733
45,2,0,0,AND,1,2,7.34367
45,3,0,1,AND,1,0,0.629597
45,4,0,1,AND,1,1,0.581378
45,5,0,1,AND,1,2,1.47252
45,6,0,2,AND,1,0,1.83111
45,7,0,2,AND,1,1,0.614338
45,8,0,2,AND,1,2,6.66494
46,0,0,0,AND,1,0,3.88104
46,1,0,0,AND,1,1,9.18088
46,2,0,0,AND,1,2,4.02936
46,3,0,1,AND,1,0,3.17301
46,4,0,1,AND,1,1,5.2028
46,5,0,1,AND,1,2,2.86172
46,6,0,2,AND,1,0,6.74215
46,7,0,2,AND,1,1,0.495926
46,8,0,2,AND,1,2,0.744346
47,0,0,0,AND,1,0,3.43608
47,1,0,0,AND,1,1,4.25733
47,2,0,0,AND,1,2,7.34367
47,3,0,1,AND,1,0,4.69771
47,4,0,1,AND,1,1,1.97577
47,5,0,1,AND,1,2,1.23325
47,6,0,2,AND,1,0,3.85235
47,7,0,2,AND,1,1,0.11597
47,8,0,2,AND,1,2,8.09687
48,0,0,0,AND,1,0,1.09622
48,1,0,0,AND,1,1,3.4727
48,2,0,0,AND,1,2,7.98395
48,3,0,1,AND,1,0,5.46098
48,4,0,1,AND,1,1,4.81643
48,5,0,1,AND,1,2,0.753197
48,6,0,2,AND,1,0,6.89138
48,7,0,2,AND,1,1,0.11597
48,8,0,2,AND,1,2,8.50734
49,0,0,0,AND,1,0,3.88104
49,1,0,0,AND,1,1,9.18088
49,2,0,0,AND,1,2,4.02936
49,3,0,1,AND,1,0,3.17301
49,4,0,1,AND,1,1,5.2028
49,5,0,1,AND,1,2,2.86172
49,6,0,2,AND,1,0,6.74215
49,7,0,2,AND,1,1,0.711081
49,8,0,2,AND,1,2,1.59368
50,0,0,0,AND,1,0,7.528
50,1,0,0,AND,1,1,3.11655
50,2,0,0,AND,1,2,7.98395
50,3,0,1,AND,1,0,5.48906
50,4,0,1,AND,1,1,0.456862
50,5,0,1,AND,1,2,4.64156
50,6,0,2,AND,1,0,1.11332
50,7,0,2,AND,1,1,0.79165
50,8,0,2,AND,1,2,5.58885
51,0,0,0,AND,1,0,7.528
51,1,0,0,AND,1,1,3.11655
51,2,0,0,AND,1,2,7.98395
51,3,0,1,AND,1,0,5.48906
51,4,0,1,AND,1,1,0.456862
51,5,0,1,AND,1,2,4.64156
51,6,0,2,AND,1,0,2.00293
51,7,0,2,AND,1,1,0.614338
51,8,0,2,AND,1,2,4.20026
52,0,0,0,AND,1,0,7.528
52,1,0,0,AND,1,1,3.11655
52,2,0,0,AND,1,2,7.98395
52,3,0,1,AND,1,0,5.48906
52,4,0,1,AND,1,1,0.456862
52,5,0,1,AND,1,2,4.64156
52,6,0,2,AND,1,0,1.83111
52,7,0,2,AND,1,1,3.30668
52,8,0,2,AND,1,2,2.75002
53,0,0,0,AND,1,0,7.528
53,1,0,0,AND,1,1,3.11655
53,2,0,0,AND,1,2,7.98395
53,3,0,1,AND,1,0,5.48906
53,4,0,1,AND,1,1,0.456862
53,5,0,1,AND,1,2,4.64156
53,6,0,2,AND,1,0,1.83111
53,7,0,2,AND,1,1,0.702536
53,8,0,2,AND,1,2,8.16401
54,0,0,0,AND,1,0,7.528
54,1,0,0,AND,1,1,3.11655
54,2,0,0,AND,1,2,7.98395
54,3,0,1,AND,1,0,5.48906
54,4,0,1,AND,1,1,0.456862
54,5,0,1,AND,1,2,4.64156
54,6,0,2,AND,1,0,1.83111
54,7,0,2,AND,1,1,0.614338
54,8,0,2,AND,1,2,0.91525
55,0,0,0,AND,1,0,7.528
55,1,0,0,AND,1,1,3.11655
55,2,0,0,AND,1,2,7.98395
55,3,0,1,AND,1,0,5.48906
55,4,0,1,AND,1,1,0.456862
55,5,0,1,AND,1,2,4.64156
55,6,0,2,AND,1,0,1.83111
55,7,0,2,AND,1,1,0.702536
55,8,0,2,AND,1,2,6.97806
56,0,0,0,AND,1,0,7.528
56,1,0,0,AND,1,1,3.11655
56,2,0,0,AND,1,2,7.98395
56,3,0,1,AND,1,0,5.48906
56,4,0,1,AND,1,1,0.456862
56,5,0,1,AND,1,2,4.64156
56,6,0,2,AND,1,0,1.83111
56,7,0,2,AND,1,1,0.702536
56,8,0,2,AND,1,2,0.429701
57,0,0,0,AND,1,0,7.528
57,1,0,0,AND,1,1,3.11655
57,2,0,0,AND,1,2,7.98395
57,3,0,1,AND,1,0,5.48906
57,4,0,1,AND,1,1,0.456862
57,5,0,1,AND,1,2,4.64156
57,6,0,2,AND,1,0,2.00293
57,7,0,2,AND,1,1,0.702536
57,8,0,2,AND,1,2,8.86319
58,0,0,0,AND,1,0,7.528
58,1,0,0,AND,1,1,3.11655
58,2,0,0,AND,1,2,7.98395
58,3,0,1,AND,1,0,5.48906
58,4,0,1,AND,1,1,0.456862
58,5,0,1,AND,1,2,4.64156
58,6,0,2,AND,1,0,1.83111
58,7,0,2,AND,1,1,0.11597
58,8,0,2,AND,1,2,0.408338
59,0,0,0,AND,1,0,1.09622
59,1,0,0,AND,1,1,3.4727
59,2,0,0,AND,1,2,7.98395
59,3,0,1,AND,1,0,5.46098
59,4,0,1,AND,1,1,0.456862
59,5,0,1,AND,1,2,4.64156
59,6,0,2,AND,1,0,1.83111
59,7,0,2,AND,1,1,0.11597
59,8,0,2,AND,1,2,9.25352
60,0,0,0,AND,1,0,7.528
60,1,0,0,AND,1,1,3.11655
60,2,0,0,AND,1,2,5.88702
60,3,0,1,AND,1,0,5.46098
60,4,0,1,AND,1,1,4.81643
60,5,0,1,AND,1,2,0.753197
60,6,0,2,AND,1,0,6.89138
60,7,0,2,AND,1,1,0.11597
60,8,0,2,AND,1,2,2.25013
61,0,0,0,AND,1,0,1.09622
61,1,0,0,AND,1,1,3.4727
61,2,0,0,AND,1,2,7.98395
61,3,0,1,AND,1,0,5.46098
61,4,0,1,AND,1,1,4.81643
61,5,0,1,AND,1,2,0.753197
61,6,0,2,AND,1,0,6.89138
61,7,0,2,AND,1,1,0.11597
61,8,0,2,AND,1,2,8.85067
62,0,0,0,AND,1,0,3.43608
62,1,0,0,AND,1,1,4.25733
62,2,0,0,AND,1,2,7.34367
62,3,0,1,AND,1,0,4.69771
62,4,0,1,AND,1,1,1.97577
62,5,0,1,AND,1,2,1.23325
62,6,0,2,AND,1,0,3.85235
62,7,0,2,AND,1,1,0.11597
62,8,0,2,AND,1,2,6.37165
63,0,0,0,AND,1,0,7.528
63,1,0,0,AND,1,1,3.11655
63,2,0,0,AND,1,2,5.88702
63,3,0,1,AND,1,0,5.46098
63,4,0,1,AND,1,1,1.97577
63,5,0,1,AND,1,2,1.23325
63,6,0,2,AND,1,0,3.85235
63,7,0,2,AND,1,1,0.11597
63,8,0,2,AND,1,2,8.80612
64,0,0,0,AND,1,0,3.43608
64,1,0,0,AND,1,1,3.11655
64,2,0,0,AND,1,2,5.88702
64,3,0,1,AND,1,0,5.46098
64,4,0,1,AND,1,1,1.97577
64,5,0,1,AND,1,2,1.23325
64,6,0,2,AND,1,0,3.85235
64,7,0,2,AND,1,1,0.723899
64,8,0,2,AND,1,2,6.22639
65,0,0,0,AND,1,0,3.43608
65,1,0,0,AND,1,1,4.25733
65,2,0,0,AND,1,2,7.98395
65,3,0,1,AND,1,0,5.48906
65,4,0,1,AND,1,1,0.456862
65,5,0,1,AND,1,2,4.64156
65,6,0,2,AND,1,0,1.83111
65,7,0,2,AND,1,1,0.723899
65,8,0,2,AND,1,2,9.59197
66,0,0,0,AND,1,0,7.528
66,1,0,0,AND,1,1,3.11655
66,2,0,0,AND,1,2,7.98395
66,3,0,1,AND,1,0,5.48906
66,4,0,1,AND,1,1,0.456862
66,5,0,1,AND,1,2,4.64156
66,6,0,2,AND,1,0,1.83111
66,7,0,2,AND,1,1,0.495926
66,8,0,2,AND,1,2,8.67336
67,0,0,0,AND,1,0,3.43608
67,1,0,0,AND,1,1,4.25733
67,2,0,0,AND,1,2,5.88702
67,3,0,1,AND,1,0,5.48906
67,4,0,1,AND,1,1,0.456862
67,5,0,1,AND,1,2,2.86172
67,6,0,2,AND,1,0,6.74215
67,7,0,2,AND,1,1,0.495926
67,8,0,2,AND,1,2,5.13108
68,0,0,0,AND,1,0,7.528
68,1,0,0,AND,1,1,3.11655
68,2,0,0,AND,1,2,7.98395
68,3,0,1,AND,1,0,5.48906
68,4,0,1,AND,1,1,0.456862
68,5,0,1,AND,1,2,4.64156
68,6,0,2,AND,1,0,1.83111
68,7,0,2,AND,1,1,0.702536
68,8,0,2,AND,1,2,4.75356
69,0,0,0,AND,1,0,3.43608
69,1,0,0,AND,1,1,4.25733
69,2,0,0,AND,1,2,7.34367
69,3,0,1,AND,1,0,4.69771
69,4,0,1,AND,1,1,1.97577
69,5,0,1,AND,1,2,1.23325
69,6,0,2,AND,1,0,3.39274
69,7,0,2,AND,1,1,0.723899
69,8,0,2,AND,1,2,8.73898
70,0,0,0,AND,1,0,3.43608
70,1,0,0,AND,1,1,4.25733
70,2,0,0,AND,1,2,5.88702
70,3,0,1,AND,1,0,5.48906
70,4,0,1,AND,1,1,0.456862
70,5,0,1,AND,1,2,4.64156
70,6,0,2,AND,1,0,6.74215
70,7,0,2,AND,1,1,0.495926
70,8,0,2,AND,1,2,9.94171
71,0,0,0,AND,1,0,7.528
71,1,0,0,AND,1,1,3.11655
71,2,0,0,AND,1,2,7.98395
71,3,0,1,AND,1,0,5.48906
71,4,0,1,AND,1,1,0.456862
71,5,0,1,AND,1,2,4.64156
71,6,0,2,AND,1,0,2.00293
71,7,0,2,AND,1,1,0.495926
71,8,0,2,AND,1,2,2.44636
72,0,0,0,AND,1,0,3.43608
72,1,0,0,AND,1,1,4.25733
72,2,0,0,AND,1,2,7.34367
72,3,0,1,AND,1,0,4.69771
72,4,0,1,AND,1,1,1.97577
72,5,0,1,AND,1,2,1.23325
72,6,0,2,AND,1,0,3.39274
72,7,0,2,AND,1,1,0.0369274
72,8,0,2,AND,1,2,7.92932
73,0,0,0,AND,1,0,7.528
73,1,0,0,AND,1,1,3.11655
73,2,0,0,AND,1,2,7.98395
73,3,0,1,AND,1,0,5.48906
73,4,0,1,AND,1,1,0.456862
73,5,0,1,AND,1,2,4.64156
73,6,0,2,AND,1,0,2.28309
73,7,0,2,AND,1,1,0.702536
73,8,0,2,AND,1,2,6.26484
74,0,0,0,AND,1,0,7.528
74,1,0,0,AND,1,1,3.11655
74,2,0,0,AND,1,2,7.98395
74,3,0,1,AND,1,0,5.46098
74,4,0,1,AND,1,1,0.680258
74,5,0,1,AND,1,2,0.753197
74,6,0,2,AND,1,0,2.28309
74,7,0,2,AND,1,1,0.0369274
74,8,0,2,AND,1,2,7.01041
75,0,0,0,AND,1,0,7.528
75,1,0,0,AND,1,1,3.11655
75,2,0,0,AND,1,2,7.98395
75,3,0,1,AND,1,0,5.48906
75,4,0,1,AND,1,1,0.456862
75,5,0,1,AND,1,2,2.86172
75,6,0,2,AND,1,0,1.83111
75,7,0,2,AND,1,1,0.702536
75,8,0,2,AND,1,2,8.95169
76,0,0,0,AND,1,0,1.09622
76,1,0,0,AND,1,1,3.11655
76,2,0,0,AND,1,2,7.98395
76,3,0,1,AND,1,0,5.48906
76,4,0,1,AND,1,1,0.456862
76,5,0,1,AND,1,2,4.64156
76,6,0,2,AND,1,0,6.74215
76,7,0,2,AND,1,1,0.702536
76,8,0,2,AND,1,2,3.12265
77,0,0,0,AND,1,0,7.528
77,1,0,0,AND,1,1,3.11655
77,2,0,0,AND,1,2,7.98395
77,3,0,1,AND,1,0,5.48906
